text,homophobia,racism,misogyny,xenophobia
"@user meu atual cep n 茅 justificativa pra tu ficar passando pano pra branco ot谩rio. vai ouvir outra porra mlq, abra莽o",0.0,1.0,0.0,1.0
"ela tentando falar espanhol 茅 a mesma coisa que o est锚v茫o  falar portugues
da pra entender porra nenhuma",0.0,0.0,0.0,1.0
"@user calou , puta",0.0,1.0,2.0,0.0
adorava que a puta da maria vivas me respondesse 馃檭,0.0,0.0,1.0,0.0
"rt @user botei ketchup na pizza!
cad锚 quem 茅 o paulista que eu tenho que sair no soco 馃憠馃憠",0.0,0.0,0.0,1.0
"@user o ruim 茅 que n茫o tem nenhum outro para representar, tipo para o s茫o paulo que s贸 tem veado mesmo",1.0,0.0,0.0,0.0
"脡 curioso isso mas em espanhol, meio errado mas n茅, eles se referem as vezes a brasileiro como carioca, assim como aqui no Brasil nos referimos a argentino como portenho (e portenho 茅 s贸 Buenos Aires).",0.0,0.0,0.0,1.0
@user bebe mais piranha,0.0,0.0,1.0,0.0
"Prefira usar preservativo pra n茫o dar uma vida de merda pro ser humano ou aborta , isso 茅 feio !! 
Imagina se sua m茫e te aborta ? Voc锚 nem estaria aqui pra ta falando essas merdas ai . https://t.co/9ojwXf7H1J",0.0,0.0,1.0,0.0
rt @user se as dominicanas perderem 茅 s贸 pq ela se desconcentram tirando o shortinho do cu,0.0,0.0,2.0,1.0
@user @user ditadura militar da buceta da tua m茫e,0.0,0.0,1.0,0.0
@user @user @user dudu ppp e suas bo莽alidades.....babaca.,0.0,1.0,0.0,0.0
novinha dando o c煤 por dinheiro ( aumente seu p锚nis 11 960736519 ) - https://t.co/cf0oxbldgm,0.0,0.0,1.0,0.0
rodei tudo naquela pecu谩ria ontem e n茫o achei a vaca da elynne 馃槕,0.0,0.0,1.0,0.0
@user okay ela tem 9cm a mais que eu ent茫o eu quero 40kg agora,0.0,0.0,1.0,0.0
"@user putz , e ainda querem ter credibilidade? uma ex-bbb mano, ex-bbb !!!",0.0,0.0,1.0,0.0
"@user vc tem uma vontade imensa de dar esse ""donut queimado"" para o....deixa pra l谩......",2.0,1.0,0.0,0.0
"rt @user outros lugares : ""por coincid锚ncia""

no pa铆s cear谩: ""parece uma coisa""",0.0,0.0,0.0,1.0
"""Celso de Mello""  VAI ME DIZER QUE VOC脢S N脙O SABIAM AONDE ESTAVAM ""PISANDO""? DEIXARAM O NAZIFASCISMO TOMAR O PODER IMPEDINDO LULA DE SE CANDIDATAR(ELE IRIA GANHAR).. AGORA 脡 TARDE, GOVERNO BOZO VAI MASSACRAR CADA MEMBRO DO STF QUE N脙O APOIAR A ""RA脟A ARIANA""",0.0,0.0,0.0,1.0
"e ver isso 茅 triste, j谩 que ela trabalhou muito para tar onde est谩 e conquistou as coisas sozinha, e agora ver ela a ser resumida a macho, desanima",1.0,0.0,0.0,0.0
"Quais 5 qualidades a gatota que quiser namorar com vc tem que ter? 鈥� Simp谩tica, parceira, carinhosa, gosta de foder e n茫o ter mimimi kkkkkkkkk https://t.co/J2nhnhAJex",0.0,0.0,1.0,0.0
"rt @user @user hiii tem babado nao ruiva e se for o caso de viado gladiadora, amor pode mandar msg pq voce tbm tem uma linda b鈥�",1.0,0.0,0.0,0.0
"@user ind铆gena esse que 茅 um safado sem vergonha, militante do pt 馃槈",0.0,1.0,0.0,0.0
"Conhece j茅ssikinha do Macei贸 da onde ? J谩 ficaram ? 鈥� Conheci atrav茅s do meu primo thiago, NUNCA ficamos ! Tenha senso 馃槖 https://t.co/MEwjNyJinO",0.0,1.0,0.0,0.0
"@user É de cair o cu da bunda 
PORRA velho 
Esses grupos e os femininos levam a empresa nas costas e eles inventam uma porra dessa 
Pensa tu chegar p trabalhar e a empresa fala ""vc vai mudar de setor e não é uma opção""",0.0,0.0,1.0,0.0
@user engraçado ela querer ter julgar enquanto ela mesmo não faz questão da filha kkkkkkk que vida irônica 🤭,0.0,0.0,1.0,0.0
@user grossa do caralho vai falar alemão la na casa do cacete,0.0,0.0,0.0,1.0
Lembram dela? Ela pode ir pra Fazenda 11 e eu já quero! @user @user Sheyla ficou conhecida internacionalmente após ter mais de 5 litros de silicone em cada seio e ter os maiores seios do mundo. Sheyla é sincera e tem personalidade forte. Seria demais ela na farm https://t.co/hxdkZDN1ch,0.0,0.0,1.0,0.0
"rt @user fluxouuuu

open bar pra elas! 🔥

chama na dm pra colocar nome na lista do open! 🌎 https://t.co/h4ukgi9clg",0.0,0.0,1.0,0.0
"🍻🎊 Dia 10 de AGOSTO tem ALOHA !!🎊🍻

🚺0800 MULHER( até 18 hrs )
🚹5$ HOMEM( até 18 hrs ) 

Top Djs : 
Dj Denilson do Chapadão 
Dj Juninho da vintém 
Dj 2g 
Dj Biel do Furduncinho 
Dj Jotacê do Salgueiro 
+tops DJs 

Local : piscina do bangu 

@user https://t.co/tKudfmBB49",0.0,0.0,1.0,0.0
"@user ué, mas esse refrigerante não é do rj?",0.0,0.0,0.0,1.0
morte aos brancos,0.0,1.0,0.0,0.0
@user @user nao acredito que voce esta se doendo  por uma garota estranha e alheia mano qual a pira?,0.0,0.0,1.0,0.0
"Sai pra lá, eu em... eu gosto do casal mas essa mina ai fica pra botar o chifre no cara umas 737282722728 com o amigo dele no começo",0.0,0.0,1.0,0.0
mulher e foda diz ninguém mim quer 70 mensagem no zap face instagram snap tt vai entender!!,0.0,0.0,1.0,0.0
@user índios retardados que não falam nada com nada bando de amebas,0.0,1.0,0.0,1.0
"um homem na rua gritou pra mim hj ""meu salário todo na tua mão, morena"" kkkkkkkk entendi ndd",0.0,0.0,1.0,0.0
"@user Daqui a pouco ja circula a fala toda e mais uma vez vc ira ser desmascarado. Vc é muito canalha, devia explicar sobre os milhões da empresa sua e  de sua mulher.",0.0,0.0,1.0,0.0
"eu sempre me odiei muito na infancia por não ser branca etc e achava que eu era horrivel
que toda menina branca era maravilhosa e eu sempre seria trocada por elas
depois eu percebi que nao cara
elas são normais
algumas TUDO IGUAL e vcs ficam ai lambendo o chao q elas passam
pra q",0.0,1.0,0.0,0.0
tetinha de brigadeiro toda vez que eu passo do seu lado sinto um cheirinho de cachorro morto se enxerga porra quero mais é que voce se foda filha de um saco de adubo cadela sarnenta eu espero que voce se foda se foda,0.0,1.0,1.0,0.0
"rt @user existem dois tipos de mulheres :

as que me amam e
as que não me conhecem.
*",0.0,0.0,1.0,0.0
@user @user a cultura árabe é semelhante a conservadora brasileira. sorte que o ocidente barrou esse comportamento.,0.0,0.0,0.0,1.0
@user david miranda também é negro 🤣😂🤣😂,0.0,1.0,0.0,0.0
@user lembrei da minha tia quando o ex marido dela tentou bater nela e ela saiu esfregando a cara dele em todas as paredes da casa dela,0.0,0.0,1.0,0.0
"Passando p lembrar que a força de um homem NUNCA vai se comparar com a de uma mulher, porém, ela mereceu, quer respeito? Tem que respeitar. https://t.co/UQfQcxieJH",0.0,0.0,1.0,0.0
"eu denuncio todos lomotif que a mina mostra mais do q devia, nao goxto??? vai pro xvideos kkkkkkkkkkkk",0.0,0.0,1.0,0.0
