text,homophobia,racism,misogyny,xenophobia
@user me deixa sapatao,2.0,0.0,0.0,0.0
"rt @user essas sapatao emocionada eh foda ne
era só oq me faltava msm",2.0,0.0,0.0,0.0
"@user é aquele ditado 
piranha não sente frio nas pernas",0.0,0.0,2.0,0.0
"rt @user sapatão é tudo burra, menina vai pra porra, ela tá cagando pra vc e vc aí fazendo até tatto pra ela, te liga rapariga",2.0,0.0,0.0,0.0
"viado tem, tem umas mina no twitter que me fazem querer chorar... pelos olhos mesmo, pq eu sou horrível dms",2.0,0.0,0.0,0.0
por que casal de sapatão é sempre tão lindo?????????,2.0,0.0,1.0,0.0
"@user @user @user @user ""essa gorda de merda da me 5 e ao rego 10 fdppppp ade se fuder zé""",0.0,0.0,2.0,0.0
"Minha vontade de comer essa piranha na porrada desde 2016 não sumiu e parece que até hoje ela tá DOIDA pra isso acontecer... Deus segura muito minha mão, papo reto 😡😡😡",0.0,0.0,2.0,1.0
@user essa ficou arrombada,0.0,0.0,2.0,0.0
"que preto do caralho, vai se fuder",0.0,2.0,1.0,0.0
tem umas 3 meninas na minha sala q parece atriz pornô. pqp kkk,0.0,0.0,2.0,0.0
rt @user 7 conto viado https://t.co/ofgi0x84rx,2.0,0.0,0.0,0.0
"o inferno deve ser eu fazer compras com a minha veia
pqp mulher enrolada do caralho tnc",0.0,0.0,2.0,0.0
passivo que come o cu do ativo?,2.0,0.0,0.0,0.0
"se fosse mulher feia tava tudo certo, mulher bonita mexe com meu coração.",0.0,0.0,2.0,0.0
@user depois anda dizer que eu só te dou desprezo vaca💕,0.0,0.0,2.0,0.0
"essa menina é muito biscoiteira é sempre aparece ela pra mim, tomar no cu sô foda se minha filha",0.0,0.0,2.0,0.0
sulista e paulista são igualmente péssimos,0.0,0.0,0.0,2.0
7 conto viado,2.0,0.0,0.0,0.0
o viado com nudes novos não quer guerra com ninguém... https://t.co/lcrwgxjp6q,2.0,0.0,0.0,0.0
@user toda vez q eu vejo esse video eu fico toda boiola,2.0,0.0,0.0,0.0
"@user se é tanso demais baiano, larga de treino vamo de baianalista",0.0,0.0,0.0,2.0
@user putinha da cavalgada kkkkkkkkkkkkkkkkkkkk misericórdia,0.0,0.0,2.0,0.0
caralho que gay chato,2.0,0.0,0.0,0.0
"@user índio curte não fazer porra nenhuma. salvo aqueles isolados. de resto, querem conforto, cachaça e facilidades.",0.0,1.0,0.0,2.0
eu marquei de encontrar o fred e a vagabunda se passou e só vai acordar às 20h eu vo mata,0.0,0.0,2.0,0.0
@user a bixa é ruim kkakakakkaka,2.0,0.0,0.0,0.0
"@user parabéns viado, agora pode ir p motel",2.0,0.0,0.0,0.0
minha cabeça vai explodir viado,2.0,0.0,0.0,0.0
esse daqui eh daqueles cara que procura travesti pra come o cu dele no sigilo pq tem tesao em mulher de pinto n tenho nem medo de fala https://t.co/g6sERXI72P,2.0,0.0,0.0,0.0
rt @user juanfran cansou de ser a putinha do madrid e vai vir pra sp ser a putinha da capital.,0.0,0.0,2.0,0.0
rt @user mc gw- 4:20 ela fuma makonha 4:30 ela senta no pau https://t.co/lhvhkjvpkl,0.0,0.0,2.0,0.0
eu sou homem bicha,2.0,0.0,0.0,0.0
"Coe seus putao , 🍁😈 Maior carinha de santo , fiz vira putinha na cama 🍁 @user @user @user @user @user @user @user @user @user https://t.co/rgAlXeIM6q",0.0,0.0,2.0,0.0
carioca só passa vergonha na net,0.0,0.0,0.0,2.0
"parabéns viado tudo de bom pra meu cria q deus te abençoe  sempre sucesso pra vc . ❤❤
@user https://t.co/5hj9ubmwlm",2.0,0.0,0.0,0.0
ca puta tenho nos olhos ainda,0.0,0.0,2.0,0.0
rt @user crianças que dançam infinitamente mais que qualquer sulista https://t.co/qvloxvdm6l,0.0,0.0,0.0,2.0
"rt @user sapatão: se conhece 
2 dias: se passam 

as sapatão indo morar juntas: https://t.co/sknlbtajnn",2.0,0.0,0.0,0.0
"@user tem piranha sim kkkkkkkkk,e talarica nem se fala kkkkkk",0.0,0.0,2.0,0.0
porra chankai assim vcs me fazem ficar boiola logo cedo,2.0,0.0,0.0,0.0
"@user @user @user @user calma, bicha velha",2.0,0.0,0.0,0.0
"e eu ontem bêbada que cismei que tinha que botar a mão no pinto do meu amigo viado, pra saber se era grande kkkkkkkk",2.0,0.0,0.0,0.0
"rt @user sapatão é um ser frouxo, se apaixona e já quer casar",2.0,0.0,1.0,0.0
mete com força e com talento estou ofegante e vc percebendo bate maltrata essa puta safada quero jatada de leite na cara,0.0,0.0,2.0,0.0
"Bofe dá de machão e come viado.
Novinha perde calcinha pra organizador de festa só pra beber cerveja ou vodka de plástico.
Tinha os melhores desfiles cívicos.
Todo mundo já pegou todo mundo e tá tudo bem. 
Vicentina vs IBE sempre será a melhor guerra. https://t.co/qmLs8Z4En4",2.0,0.0,1.0,0.0
@user se esconde ai por foto de japa gay sua putinha,3.0,0.0,2.0,3.0
"piri, pipiri, piriguete, prova q me ama andando no meu chevette",0.0,0.0,2.0,0.0
sim viado to precisando,2.0,0.0,0.0,0.0
@user gosta muito de uma motoca!!! kkkkkk maneirinha viado,2.0,0.0,0.0,0.0
@user traduzindo= piranha/ galinha,0.0,0.0,2.0,0.0
excitou bem o teu cu de filho da puta?  então vem dar o teu cu d3 viado loco pra mim seu traste filho da puta,2.0,0.0,0.0,0.0
"Eu amo esses vídeos, pq mostra pra esses racistas otários q se tivesse uma raça dominante não iam ser os descendente de europeu de 1.75 barrigudos, e sim os negão de 2.10 e por isso eles podia só aceitar q todo mundo é igual e parar de ser idiota https://t.co/SCq84ks0OH",0.0,2.0,0.0,0.0
"@user @user @user @user @user Ele não ta nem ai o que vão achar...lembra da entrevista dele falando que era Bambi, mas era Bambi macho 😂😂",2.0,0.0,0.0,0.0
@user @user essa bixa é mais azeda q limão,2.0,0.0,0.0,0.0
"mano sla, mina meio gay é tipo aquela coisa de que falam
seu namorado tem que ser meio viado
pq mulher estereótipada é fodaman
 kkkkkkkkk",2.0,0.0,0.0,0.0
"O gringo perguntando para a chevrolet se ela ainda fábrica pick-up para heterossexuais KKKKKKK
ele esta certo, na última vez que eu fui para o Paraná eu vi muitas S10 presas no atoleiro, enquanto os Unos Mille passavam se balançando todo mas passavam",2.0,0.0,0.0,1.0
"rt @user o cara é uma máquina de meter a real em p*ranha

fica bem meu puto https://t.co/iencicn6se",0.0,0.0,2.0,0.0
@user kkkk minha frase eu coloquei sua bixa,2.0,0.0,0.0,0.0
pode nem chamar o irmão de viado que ele ja quer me bater kkkkkk,2.0,0.0,0.0,0.0
@user com certeza viado,2.0,0.0,0.0,0.0
rt @user @user parabéns viado tmj,2.0,0.0,0.0,0.0
"ele ainda esperou o cara abrir a porta, puta negão kkkkk",0.0,2.0,0.0,0.0
@user koe viado divulga nois kkkk https://t.co/5hrjdql3wn,2.0,0.0,0.0,0.0
mereço minha irmã falando que virou viado kk,2.0,0.0,0.0,0.0
"rt @user sua puta, putinha",0.0,0.0,2.0,0.0
"Triste por ter motivado tanto ele, mas n sabíamos a vagabunda que estava se relacionando. Meu amigo merece muito mais! Triste por ele ter criado confiança em alguém que n presta, e agora nunca vai confiar em uma MULHER de verdade por causa dessa menina que não quer nada c a vida",0.0,0.0,2.0,0.0
sulista n me dirige a palavra não namoral,0.0,0.0,0.0,2.0
rt @user putinha do rival https://t.co/afoublztln,0.0,0.0,2.0,0.0
@user ô viado o peito com osso tá 14 conto o kilo caralho,2.0,0.0,0.0,0.0
putinha da ppk de mel 🤪,0.0,0.0,2.0,0.0
shalom só tem viado e sapatao é?,2.0,0.0,0.0,0.0
"@user @user olha aí baitola, quem sabe vira homo 🤣🤣🤣",2.0,0.0,0.0,0.0
todo o dia lembrando que eu sou só mais um reservatório de porra,0.0,0.0,2.0,0.0
torava todas essas japinha,0.0,0.0,2.0,3.0
"putinha da bunda grande ,kkkkkkkkkkkk",0.0,0.0,2.0,0.0
rt @user vagas abertas para as putinhas &gt;&gt;&gt;&gt;fav e rt&lt;&lt;&lt;&lt; para entrar estamos aonde você menos esperar comenta #putinha negah https:…,0.0,0.0,2.0,0.0
"Pra ser minha inimiga no mínimo tem que ter um rostinho bonito e delicado, não se considere minha rival com essa sua cara de cavalo não, feia, cara de traveco, cabeçuda, queixo quadrado  kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk 🤣🤣",2.0,0.0,1.0,0.0
vadia do boquete 🌚,0.0,0.0,2.0,0.0
@user fim da vagabunda,0.0,0.0,2.0,0.0
pq q essa vagabunda tá rindo assim? #voleinaglobo,0.0,0.0,2.0,0.0
@user @user boiola @user,2.0,0.0,0.0,0.0
@user sulista não tem direito a opinião taokei,0.0,0.0,0.0,2.0
"o paulo chegou aqui em caaa falando que tava com saudade me deu um abraço e um beijo na cabeça e depois falou ""macaca"" de lei né",0.0,2.0,0.0,0.0
@user @user Mas a vaca comunista é muito engraçada hein? Não não! Não posso te chamar de vaca. Em pais socialista não tem carne pro povo! Então fica de lixo socialista mesmo. Bom é governo sanguinário que passa pano pra 70 mil assassinatos. Se acontecer algo liga pra PM opressora sua imunda!,0.0,0.0,2.0,1.0
@user kkkkkkkkkkkkkkkkkkkkkkkk kd as macaca loka q hoje eu tô na agressividade kkkkkkkkkkkk só cacetada 😂😂,1.0,2.0,0.0,0.0
"Tinha que ser da flugay para falar uma merda dessas né?! Teu time faz promoção todo dia com ingresso a 5 reais e não lota o maraca, torcida minúscula e quer falar do meu Flamengo?! Se liga doidão, quer comparar 3 milhões de torcedores contra 32 milhões?! Vcs são uma piada!! ⚫🔴",2.0,0.0,0.0,0.0
tinha que ter jogado esse branco fdp embaixo do trem,0.0,2.0,0.0,0.0
@user @user pretinho perverso,0.0,2.0,0.0,0.0
rt @user que ódio disso. pq o cara não jogou o branco escroto no trilho?? affs https://t.co/kag7fe6sfg,0.0,2.0,0.0,0.0
"To estudando a história do Maranhão, e mds eu não lembro de mais nada. Inclusive to puto com o fato de que nós poderíamos ter sido colonizados pelos franceses mas as merdas dos portugueses os expulsaram. Já pensou nós Maranhenses falando francês? 

Eu ia ficar um NOOOOOJO",0.0,0.0,0.0,2.0
num da p entendeee ocs pagando pau p esse neguim,0.0,2.0,0.0,0.0
"ela bebe fuma, bebe fuma, pia papagaio traz as vagabunda",0.0,0.0,2.0,0.0
rt @user erro do homem? — desprezar a mina responsa e se apaixonar na piranha https://t.co/kkmfgdytoo,0.0,0.0,2.0,0.0
É lésbica? Deixa q eu taco a pika q vira mulher rapidinha — encosta UM dedo em mim sem eu querer pra tu ver se eu não corto teu pinto fora e faço tu engolir 🥰 https://t.co/9eu3DiAOXA,2.0,0.0,1.0,0.0
"@user muito bom!!
o maconheiro putinha de traficante devem tá espumando de raiva!!",0.0,0.0,2.0,0.0
rt @user a putinha da galera https://t.co/ygvefruwv8,0.0,0.0,2.0,0.0
"remediado, na maioria um “lixo branco” sem cultura e sem grandes esperanças na vida, que, de repente, pode se ver como protagonista de alguma coisa. Ao se definir como conservador e de direita, se sente como alguém que “protesta”, um pequeno herói, supostamente +",0.0,2.0,0.0,0.0
"rt @user piranha nao muda sempre vai pisca bct pra uma glock na cintura 
#vemtranquilodia10",0.0,0.0,2.0,0.0
ela quer que puxe o cabelo pede tapa na bunda totalmente selvagem eu adoro essa puta🎶,0.0,0.0,2.0,0.0
@user deixa disso bicha kkkkkkkkk,2.0,0.0,0.0,0.0
@user vou matar aquela piranha macumbeira.,0.0,1.0,2.0,0.0
@user @user putinha aguenta 3,0.0,0.0,2.0,0.0
garota piranha do karalho 😡,0.0,0.0,2.0,0.0
putinha da dupla penetração kkkkkkkkk,0.0,0.0,2.0,0.0
"@user eu nem digo nada porque se não é coisa de branco, mas é ridículo",0.0,2.0,0.0,0.0
@user putinha aguenta 3 😜,0.0,0.0,2.0,0.0
rala rala piranha,0.0,0.0,2.0,0.0
"@user nega é falsa hein, pqp",0.0,2.0,0.0,0.0
@user @user @user @user @user piranha #mpn #uniters #nowunited,0.0,0.0,2.0,0.0
satisfação da porra quando o django mete o cassete nos brancos.,0.0,2.0,0.0,0.0
"rt @user as piranha trepa más a glock não 🎶🎶🎵
#vemtranquilodia10",0.0,0.0,2.0,0.0
rt @user mais de boa que pai de menina feia,0.0,0.0,2.0,0.0
putinha do rebolado 🤪,0.0,0.0,2.0,0.0
@user tá soltinha em puta,0.0,0.0,2.0,0.0
mano oq as sulistas tem de gata elas tem de mongolóide,0.0,0.0,2.0,2.0
@user ou ser viado e jogar shades nos clientes,2.0,0.0,0.0,0.0
"essa vaca não merece nada do que ele fez por ela. merece um lixo igual a ela, que faça oq ela fez com ele, sem noção!!",0.0,0.0,2.0,0.0
nego leva horas pra responder na tl e ainda tem a cara de pau de ficar na tl falando que não tem ninguém pra conversar,0.0,2.0,0.0,0.0
nego falando q to vendendo drog kkkkkkkkkkk sai p lá invejoso pau no cu,0.0,2.0,0.0,0.0
a piranha da claro tá me irritando já🤬🤬😠,0.0,0.0,2.0,0.0
"@user @user calma, putinha dois amantes.",0.0,0.0,2.0,0.0
"@user Coe cr, sei que não tenho nada haver cm sua vida, mas para de dar Ibope, nego gosta disso, quanto mais tu render assunto, mas elas vão tá achando que tu tá se importando e mais vao falar, manda essas porra procurar uma calcinha pra lavar, vive sua vida cr, você merece .",0.0,2.0,3.0,0.0
"@user Branco tem muito q se fuder mesmo, tu n vê um preto fazendo essas graças, cada vídeo de branco fazendo essas babaquices q eu vejo, sinto mais nojo de ser branca, só vergonha alheia da minha cor",0.0,2.0,0.0,0.0
rt @user caralho mal acordei e um gay já me irritou,2.0,0.0,0.0,0.0
depois diz que preto se vitimiza se foder,0.0,2.0,0.0,0.0
"rt @user a minha vida tá quase igual a do bolsonaro: é só puta, palhaço, comedor de traveco e atriz decadente me criticando.",2.0,0.0,1.0,0.0
peguei meu irmão no pulo cantando blackpink muito viadinho sim,2.0,0.0,0.0,0.0
@user qual o problema de ser chamado de viado em lycosa,2.0,0.0,0.0,0.0
@user que sigla eh essa boiola ???,2.0,0.0,0.0,0.0
@user kkkkkkkkk saiii sapatão,2.0,0.0,0.0,0.0
ado ado qm ver esse tweet e não me der desafios para o gta sa é viado e bolsonaro,2.0,0.0,0.0,0.0
putinha da cavalgada,0.0,0.0,2.0,0.0
@user putinha goza litros,0.0,0.0,2.0,0.0
@user putinha da dupla penetração...,0.0,0.0,2.0,0.0
putinha dos coroas,0.0,0.0,2.0,0.0
@user bebe mais piranha,0.0,0.0,2.0,0.0
"@user @user viado e rebaixado pra série c não tem vez aqui, irmão kkkkkkkkk",2.0,0.0,0.0,0.0
putinha do fogo insaciável kkkkkkkkk pqp,0.0,0.0,2.0,0.0
rt @user sua vagabunda https://t.co/dgv70nnzpx,0.0,0.0,2.0,0.0
gosto das pretinha com transas  🤣🤣,0.0,2.0,0.0,0.0
"essa biscate vadia q saiu do mesmo lugar q eu da minha mãe é um lixo puta merda, nao sei pq essa vagabunda nao morre logo",0.0,0.0,2.0,0.0
sinceramente certos gays não merecem direitos e sim a CURA pra deixarem de ser insuprortsveis pqppp vai da essa porra de cu e não enche o sacoooooo caralho,2.0,0.0,0.0,0.0
"hahaha ele eh do sp, por isso eh gay hahahahahaha andou que nem uma bixona hahaha
grande dia 👍",2.0,0.0,0.0,0.0
"@user @user @user @user MAIORES IDOLOS DOS CLUBES
FLAMENGO - ZICO

SÃO PEIDO - ROGERIO CENI

sabe o que nao tem reo, ver bambi pagando pau pro nossos idolos 
KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK https://t.co/h9j7Oyahvj",2.0,0.0,0.0,0.0
"@user Eu não nutro qualquer esperança de resolução desse caso do VerdeViado.
Já está patente que tanto PF quanto MPF estão aparelhados e a serviço da ORCRIM.
Isso tem um forte cheiro de EMBUSTE, tal qual ocorreu com o caso Adélio, que agora se desenha o mesmo ""enrolation"".
Acorda POVO! https://t.co/kmYENpRHFC",2.0,0.0,0.0,0.0
"rt @user @user eu = boiola por sope demais 
https://t.co/hkepvbvn5o",2.0,0.0,0.0,0.0
@user crre que as feminista padrão tá puta,0.0,0.0,2.0,0.0
"@user perdi
maquiagem é coisa de puta",0.0,0.0,2.0,0.0
ai vai toma no cu moro eu fico indignada quando nego ta na tpm ou seja lá o q for e vem de putaria pro meu lado falta derrubar sangue na minha boca por nada se fude ninguem tem culpa se a vaginilda ta sangrando,0.0,2.0,1.0,0.0
@user carioca é dramático demais.....😂😂😂😂😂 https://t.co/onxd1dalu6,0.0,0.0,0.0,2.0
"negativo!
viado fica!",2.0,0.0,0.0,0.0
rt @user todo dia umas 10 carioca querendo mostrar oq o namorado perdeu vai toma no cu,0.0,0.0,0.0,2.0
@user é serio ô sapatao,2.0,0.0,0.0,0.0
cade a poc que disse que a mara não faz nada. cadê????? cadê vc poc lazarenta!!! #voleinosportv,2.0,0.0,0.0,0.0
"Alisson e nome de viado kkkkk — Viado deve ser seu pai que nao comeu sua mae direito e veio uma merda igual a vc, fdp https://t.co/x8WBpH5IdU",2.0,0.0,0.0,0.0
@user @user @user @user a única vagabunda q eu tô vendo aqui é vc sua porca fascista filha de uma puta,0.0,0.0,2.0,0.0
putinha da surra de priquito kkkkkkkkkkk,0.0,0.0,2.0,0.0
"@user Não tenho bem certeza se o Bolsonaro acertou, 
Até que os ratos e baratas se manifestem...
Bate mais que eles AGUENTAM CAPITÃO!
O Daciolo teve mais votos que você!
Vá atrás de um pau para tirar leite, sua seringueira RETARDADA! https://t.co/HPIaIWSIHS",0.0,0.0,2.0,0.0
