esquerdalha protegir media bom mostrar tolerância defender nante,1
esquerda reclamar coisa inventar próprio esquerda racismo homofob machismo nazismo cultura estupro luta classe,0
ética imprensa regional contrasta cartel comunicação social alcance nacional felicitar,0
Europa doente submissar espectáculo mariquice nojentar claro tornar presa fácil islã,1
fdp comer carne vc tb comar chupar pau,1
feira dia overdose tourette hoje caravano pára ericeira auditório jaime lobo Silva is,0
feminazi cara pau pedir dinheiro blog ganhar boquinha,1
feminista alma de ela encontro usecamisinha ser puta consciente,1
programa sexo achar absurdo família falar abertamente sexo casa pq,0
festa branco evento prometer marcar cruzeiro diamante inspiração,0
afffffffr Deus ficar olhar funça atual ex,1
afff dou,0
Aff pq vc pinto cabelotd Mundo vermelho loiro ficar tom pele claro,1
aff negro oscar sao racistar pfvr migo melhore,0
afinal constituição república fazer senhor servir violar,1
afinal privatização ensino médiosuperior brasileiro projeto social ajudar milhão levantar país,1
afinal time presídio precisar goleiro,0
força sonho,0
ver alterar fato,0
ixi amigo marron marromeno termino namoro foda ne,0
amigar eavidasegue,0
ooo amorrr ja chegar,0
tudooo diaaaa,0
inventar catito hahaho,0
abril seminário ideologia gênerocom certificar abril ariquemesro,0
agenda actualizar próximo,0
agendar marçosp congressoevangelizarkidsr informação igreja batista,0
agendamaio palestra identidade gêneroideologia gênero sãoluizmaranhão,0
agendar março simpósio ideologia gênero,0
agendar março ideologia gênero,1
agendar próximo tempo bilhete Fnac ticketline,0
agendar sãopaulo congresso evangelizar kids igreja batista,0
agenr dia março campinassp simpósio ideologia genero culto familiar,0
agender seminário palestra liderança jovem igreja ideologia gênero livro,0
gente mulher humano burra acreditar poder amor verdadeiro,0
gente nao mulher ta feliz burca nao tranquilo travesti ta roupa etc etc etc,0
cara escolhe foto fanfarrão,0
grevenão trabalharé alívio Brasil atrapalhar país dever,1
globo mentir futebol feminino mulherado iludir acreditar normal,1
globo mostrar beleza amor carnavalma verdade ligar mostrar tda violência,0
gloria alvarez arrebentar discurso de ela cpac sensacional,0
fato cidadão passar portar arma transformar bandido crime índole,0
dar tilt ameba cara pau comparar trump hugo chavez,1
oficial dinossauro extinto,0
gorda feio pra caralho,1
enter branco namorar negro ue terminar colégio pegar vaga mac valer,1
refugiado causa guerra chamado refugiado económico fugir,0
parecer gajo ver fufa fufa pq experimentar pila lol,1
dilma sair assumir aécio né,0
refugiar ideologia cultura completamente incompatível,1
latino imunr parar entrar EUA trump,1
correto abraço paz,0
assumar,0
perfume,0
Lisboa estar pronto começar,0
tá moda colocar culpa país om enganar outrosquem produzir refugiado EUA otan,0
apropriação cultural turbante,0
sentido,0
vc pensar cidadã cuidar próprio filha querer impor sala aula ensinar filho absurdo,1
agradeceser empurrão outro atlântico golpe misericórdia famigerada brexit pexit,0
imprensa população esquerdista mostrar quão democrático sequer deixar trump começar trabalhar,0
haver tanto furo ilegal Washington haver furo negociar,0
greve estivador pnr,0
aguarela ano salazar,0
água essencial maricas cerveja essencial,1
ahahahar musa destroem petista gleisi hoffman,0
hipocrisia esquerdisto alto essência ódio de aí porra,1
ah filho porteiro passar enem,0
ah artistar eh gorda eh feia dinheiro melhora Fode garota eh pq eh famoso perfazer,1
ah perigo islão civilização europeu,0
ah nacionalismo gajo económico económico pcp diferença pcp querer angola volta,0
ah valente mortalidade infantil angola oh isabel,0
ah dó presidiário de ele vítima,0
identidade vender,0
ideologia gênero chegar alto grau insanidade identidade gênero alienígenaok,0
ai fiz piar sexista machista vc burra senso humor feliz dia mulher,1
ai luigi vc ta militar saco pq enter privilégio nascer homem branco,1
imagem definir esquerdo esquerdo vagabur mascarado patriota bandeir,1
ai Deus vida loka,0
imprensa bandido pra ter algum dúvida,0
suspeitar né vagabundo comprovar bander atirar pm carro rouber,1
propósito afim ficar palavra alguém pacheco pereira,1
fifa atribuir prémio fairplayr chapecoense parar premiar equipa cujo jogador atirar chão,0
sapatão preciso,0
crivella ganhar imaginar rio droga legalizar pm aborto liberar,0
stf soltar goleiro bruno saber moral caso bolsonaro piada stf vergonha,0
trump ganhar imaginar mundo guerra preconceito chato bomba coreia,0
surpreendida cara sapatão camilinha,1
acreditar estar recife dia oquartosecreto serio saco boloderolofeelings,0
falar lingua homem anjo usar pra denegrir imagem,0
tráfico pq gente compra compra voltar crime estar harmonia,0
ain repente mano pq vcs achar postar ler texto apelo meritocracia título,0
ain dória ir último meser candidatar presidente psdb votario em ele,0
Internet feministase cia infiltrar órgão justiça buscar combater crescente censura via Justiça,1
intoxicação mariquice mental ditadura relativismo anular valor enfraquecer vontade,0
ae i gostoso cléo pir fumar publicar net pq privilégio branco classe eh lir,0
ai saudade ditadura,1
ai socorro jesus deixar mulher programa pra gente ouvir botar conceito físico cozinha masterchefbr,0
ai preto bbb vo assistir kkk,1
thewalkingdead deixar zumbis vira jogo mortal,0
ai vc chegar colegio super cansada trabalho curso encontrar grupinho sapatao falar ex sapatao ex,1
sensacional,0
menina transtorno personalidade mau,0
mulher precisar obrigatoriamente feminista mulher comp,0
ser humano,0
ju tá corar andar pegar praia,0
sentir seguro dia,0
nao esquecer receber refugiado guerra islamizar Brasil,1
filme curioso caso atacar igreja católico cristianismo defender papa Francisco,0
pra mulher hoje dia aguentar movimento feministatemr macho kkkkk,1
quebrada molecada arisco hahahahaha,0
caso brasileiraporque kg cocaínaé peso bulldogue france,0
justiça serviço mercê privilégio quanto,1
alô feminista portela voltar pai,1
alô feministo jesusestávoltar pai,1
alô feministo solar resolver aparecer pai,1
alô rapaziar hora desligar rede social sabadão churrascão cervejão praticar coito abraço paz,0
alô rapaziar ir respeitar donzela porco bêbado imunr paz carnavalsemassedio usecamiser,1
lavajato chegar foro Paulo descobrir odebrecht dar dinheiro farc lir trabalho pol,0
perfil falar mau gente branco racista coerência cadê,0
racismo machismo esteriotipar mulher causa dolugar nascer ne claro,1
racistamachista argumento,0
vc dever calar boca pq vc racista,1
tb enter concordo vc,0
tremenda baboseiro quantidade erro português absurda qq comunicação sério ter vergon,1
hábito,0
falar abafar sabe jesus jantar hoje palhinha,0
ir ficar ficar excitar,0
alertar jornalista alexandregarciar adquirar livro ideologia gênero educação família,0
deixar chefe olavo rrsss st,0
alexandraparkclub paraíso min curitiba litoral fazer evento empresa igrejo,0
alexandredemoral ministro stf senador rejeitar nome pessoalkkk kkkkkkkkk,0
amo,0
bom ajudar refugiado levar cultura ocidental pra contrário espalhar problema,1
Alexandre moraes dever sequer ser ministro ocupar cadeira stf gsus,0
alexandr moral ministro stf senador votar pessoalkkkk,0
algarvio caravana grego batágua auditório verde bilhete sítio co,0
incomodar extremamente esquerda mulher vender discurso barato politicamente correto,0
alguir peixe pq pesquei cheiro todasssss,0
alguir colocar faca muçulmano peito merkelpq acontecer alemanha,1
alguém conseguir thisisus chorar litro,0
alguém conseguir guardachuva amarelo lembrar how met Your mother,0
alguém adaptação foto dilma milhão desempregado,0
alguém passar tl esquerda gostar debate demo,0
alguém mulher negro aposentar idade diferente mulher branco,1
alguém habibs abrir falência boicote causa menino morrer droga,0
alguém avisar molecada Carnaval bebederar putar preservativo estranho ficar respeito,1
alguém topar cabeça empalar dê fav pra testar,0
razão explicar fenômeno bolsonaro,0
alia mulher saber ficar achar gozar penetração algum problema,0
aliás universo publicidade repleto bundão,0
aliás pra futebol copa acompanhar próximo ano deixar gostar paz,0
aliás reunião base violão propicio massacre serra elétrico,1
aliás porra felipe neto neto imaginar fracassar,1
aliás vc xingar alguém direito falar mãe sujeito chame bundão bastar,0
aliás mulherdeverdade despe preconceito viver,0
lição hoje mulher burra Brasil pulir ônibus movimento estar degrau anchieta,1
acha fufa useless,0
linda colocar soneca desligar despertador inteligente,0
sério qq dia relato boa especialista pósgraduar auto flagelação formei desligamento,0
ex hj percebi vc promoter comunidade morango tô tentar descobrir sócia tofalar,0
oi sugeri jv ninguém dar bola tá afim vc moral gente rsrsrsr,0
lista talento feminista clique visualizar,1
xequemate filmaço,0
lógico coxinha amar cunha afastar ladrao impedir impeachment volta cunho,0
luisa pesquisadora lançar projeto apoiar escritor ajude quantia,0
luta continuar orgulhohetero,1
maconha rir mesmo mãe chorar,0
amar batista tirar cintura tiro pro alto grita Bolsonaro aplauso vaia,0
mãe maddie concorrer britaim Got talent esperar ir célebre truque magia criança desaparecir,0
mãe nóia dizer Justiça fácil prender,1
ambição mulher despertar amor mulherdeverdader,0
diferença criminoso pessoa criminoso estúpir suficiente ser pego,0
pessoa viva ilegal atirar em ele,0
malta la la land conseguir festejar vitória durante passo porta,0
achar vc falar bosta,1
vc achar racismo processar,0
medir palavra silenciar angelica vc silenciar tambem,0
aceitar ficar mesmo tecla racismo sofrer silenciamento,0
ngm perguntar opiniao branca racismo vc dar achar estar mesmo,1
opinião tb cadeia cuidado fiotar,0
branca concordar negra ofendar racismo sentir vc levar opinião consideração,0
gente menina dar biscoito achar vc eh mulher burra mundo,1
amanhã angola feriar,0
amanhã sextafeira dir cgtp excelente dia convocar greve função público,0
manifestação frente fcsh causa cancelamento conferência Nogueira pinto universidade,0
amante homem fudir burra pepito mulher,1
Maria vieiro livre pensar cabeça ano bola produto lixo emprego força,1
ameaçar ridículo habituado vêem ameaça existir,0
menina acordar pro trabalho sair pra faculdade chegar casa qdo vencer vida graças feminismo,0
américamg olhar oq senhor coelho safar,1
americano amplamente cidade santuário,0
mídia notícia falso desconhecer verdade deliberadamente perigo país falido virar pia,0
mídia notícia falso insano teoria conspiratório ódio cego inassistível,0
mídia notícia falso falido inimiga inimigar,0
mídia notícia falso inventar história fonte eficaz democrata desmoralizar is,0
mídia fazer prefeito comigo forçer tá homofobia rotular ridicularizar,1
mídia reportar dívida nacional abaixar bilhão vs aumento bilhão obama,0
amigo chamar querer refutar falar fato lógico verdade,0
amigo acreditar vc cortar pau defesa feminismo discurso feministo garantir foda hoje,1
amigo Israel proibição mundial crítica islão facebook,0
amigo acabar terrário cunhar vanessa Alves scarpimo achar pena,0
mina gordar indireta mandar pra servir,1
mina aguentar pronunciar alfabeto inteiro respirar pregar gordofobia mato,1
avó morrer haver ano conseguir mexer emocionante taça liga tacactt,0
casa aceitar refugiado Aka Mónica,1
brincar verdade brincadeira engraçado mundo mulherdeverdade,0
mãe expulsarme casa pq existir fufa adorar família,1
mitológica desconhecer diferença imigrante ilegal turista,1
miudagem formatar comentar ofender perceber decadente significar queda dest,0
cara mandar tirar colar relógio Make mandar tirar foto burca ter,0
amo chamar atenção pro corpo pra mostrar mostro esbanjo ob,0
amo negro tao gnt pena parar vender,1
constituição porra bisavó nascido quequeeutenhoavercomisso,1
tb futurarecemsolteiraaindaapaixonado foda rs,0
excelente parabéns vir mudança,0
gosto achar bonito nao nao huahahaauahauhau,0
hahahaho brincadeirinhaboba rs tb acho,0
hello interagir thudhu,0
normalll imaginar situação pssoa tb ne foda,0
own gatar depender eu de ela ir futuro reserva solteira,0
puts complicar respeitar sensação bom encarar seicomoé,0
tb soninho eis trabalho amanhã hj feriado sampa tb trabalho rs affff rs,0
galera reunir governo intransigente varga oficialmente min pssoa morrer cidade bombardear,0
amorer ajudar divulgar livro escritora musico,0
amor pra gostar leitura pra gostar superindico,0
amor liberdade mote campanha insecta shoes dia internacional mulher contar,0
estranho,0
mulher lentamente decifrar enigma encanto encanto mulherdeverdade,0
mulher deposta cargo maquiar balanço público candidatar Brasil pra permitir ess,0
mulher engenheira nuclear conseguir cozinha puto merdaaaaa masterchefbr,1
mulher físico nuclear cara oq tá fazer cozinha masterchefbr,1
mulher eh mega inteligente doutorar ate casa caraí cozinha porrar masterchefbr,1
mulher nerd experimento esquisito cozinha passar masterchefbr,1
mulher anjo diabo corpo mulherdeverdade,0
mulher perfeito linda trabalhador paulado feminista feicebuk achar ir pedilá ca,1
mulher posdoctor fisica pesquisador arraza cozinha mulher de esse bicho masterchefbr,0
mulher gênio vei sentir burra cel saber,0
mulher vantagem cozinha conhecer coisa físico masterchefbr,1
mulher burra Brasil,1
mulher bbb soltar mexicano mexicano caixa dágua programa gente burrar porra,1
mulher querer nao decotar vadia nao andar burca,1
mulher único via superar homem mulher dia mulherdeverdade,0
música cor classe simples projeto mudar vida muito pessoa,0
aff tutorial tédio ver edição vídeo vc entrar facul maquiagem,0
zzzz completar gorda feio faltar boba pra série,1
com si lembrar campanha meuamigosecreto meuprimeiroassédio sinto mt lixo humano gente falar,1
sapatao ter né sonho bjar callie arizonar realizálo,0
bolsonaro colocar milhar pessoa aeroporto,0
sorria querida musa,0
achar gorda feio autoestima ataaao,1
nasa achar planeta ai conseguir achar emprego,1
ter ver votação ir votar espera contagem voto ser angol,0
natureza perfeita olhar filhote nascer quanto rts mamãe merecer hein,0
andar ler rede social sr andar engolir muito ultimamente importar feliz abraço paz,0
ar passear baixa Porto encontrar prédio transformar turismo habitação juro ir jogar euromilhão,0
andréiar sadi reporter globonews agredir marmanjo militante esquerda coletivo pósderrota hadda,1
irônico concordar algum reveja conceito,0
pimenta comentar estrevista,0
hj tdo mundo preoc colega escrit saber ter ir entrevista disfarçar fazer preocupado,0
ixi nêga tá sampa tá dia lir tô fazer casa acompanhar colica danar,0
lir intrigante massa,0
nusssss magavilha heinnn massa promo,0
taí qr picolé carambola Jambo recifefeelings dia hj mto trab noite solidão fero,0
sair sapatão incubado,1
angola ratificar acordo ortográfico língua português escrer yh,0
Angola Angola produzir cartão eleitoral fiável conceder bilhete,0
Angola drama comédia,1
algum motivo pensar cabo verde cabo verde propósito,0
Angola vs mali psg vs Barcelona mero consciência ser angola único equipa fraco,0
vida babar ovo bia bia feio gordar,1
miga fuçada livro amiga reviso,0
ta chique rs mto contato hahaah ta,0
vontade comentário desaforar pra menina achar ir,1
tá msn,0
galinho gisar Ahhh convidaaaaaaaaaaaa rsrs saudadedepernambuco,0
vixi treta,1
virar fiscal piada mandar multa la pra casa,0
ano pt levar Brasil mau crise economico história país doente esquerdista dizer,1
ano thenoite lembro casado qdo finar ouver band fm pq exmulher gostar danilo,0
ano chor mudar banda trocar charlir Brau jr sepultura paz,0
nação casa correcto casa porta verdade forçatrump,0
ano mamona assassina ser vivo estar fazer textão acusar cara machismo homofobia racismo etc,0
notícia velho preconceito presente,0
ansioso comício flórer amanhã multidão vista,0
ansioso página facebook ar ajude denuncia,0
ir notícia requentar desonesta intelectualmente assista vídeo,0
overdose tourette chegar cidade decidir apresentarno bom eis manel Cardoso,0
antigamente ninguém ofendiar,0
senhor ministro corte gordura mordomia dirigente,0
vivar pnr certo sr ministro,0
gozar pessoa homofober selvajario islâmico gostar importar,1
angola wi,0
contrário pnr defender força ordem segurança guardaprisional psp,0
crime traição identidade pnr haver desobedecer estupidez,1
longo história defender democrático direito esquerdista oab sp,1
mestre carinholuiz Carlos alborghettir jornalista radialisto culhão rip,0
opinião juiz praticamente impedir força segurança país funcionem ridícula,1
organizadora marcha mulher EUA implantação sharia país ligação hama,0
mariquinha passar dia twittar voltar,1
pouco ir acabar tentativa destruir democraciaforacomunismo,0
ficar cara feio abrir droga sertanejo mulher burra ver bbb,1
vivo declaração conjunto presidente trump ministro shinzo abe,0
apagão nordeste descobrir ter energia elétrico kkkkk,0
aparentemente página livro cavaco Silva conter enxofre armazém sapec Setúbal,1
aparentemente ligação terrorista ver islão contémr ovo serpente terrorista,1
vc ri piada Loira português Gaucho vc perder direito ofender qualqer outro piada de anilo gentili,0
brincadeira,0
apesar gostar mala mala angola altura ano bater pq entrar roupa ver,0
apesar ser australia acdc banda homem verdade,1
Apesentolhes recurso usar Internet hj dia,0
petição pedir despenalização eutanásia aprovar unanimidade comissão parlamentar vergonha,1
pl propor imigração massa refugiado islâmico Brasil querer sharia Brasil,1
pm racistajá ver policial negro ok,1
pm entrar meter cacete em esse escola ocupar bando vagabur nao estudar ficar morar porra escola,1
politica brasileiro mercado peixeo peixar feder pessoa acostumado issoe achar normal,1
ano ivg interrupção voluntário gravidez aborto diminuir índice,0
dia conversa produtivo ministro abe voltar Japão,1
forçar desculpar péssima imprecisa cobertura eu vencer eleição notícia falso,0
vitória Geert Wilders esperança europa mudança forço,0
ser declarar personar non grata Algarve alentejo Henrique raposo correr risco vida twitter restalhe tinder,1
apostar advogado criar argumento fato presidente obamar grampear telefone outu,0
praga valer,0
apresentovo missil Aen totalmente dirigir angola dó piedade Angola va,1
patriots horrível alguém palhinha jogar superbowl,0
procuradora deborah duprat criança pertencer família dr Miguel nagib advogado responsável,0
professora ef escrever nome errar mulher burra,1
propósito campus party baitolinha amigo real virgem,1
apropriação cultura árabe modo pacto narcísico by,0
próprio culpar exposição filha maria rosário postar foto droga nude instagr,1
jornada overdose Touretteon the road jogase norte mar viseu Mar Porto mar,0
publicidade respirar,0
campainha ouve directo assembleia república servir recordar passar dispendioso infantário,1
gente vester branco parecer céu céu santo,0
operária queimar fábrica bundão covarde carater,1
pessoa mudar mundo saber conjugar verbo,1
símbolo fome,0
barzinho barra elite opressoro bjs noite,1
Brasil tanto refugiado guerra síria registro ataque,1
cachorro,0
cachorro digitar,0
redução pena estupro vulnerável retrocesso gigante legislação brasileiro,0
argumento cristão grande perseguidor religioso ninguém importar idéia luná,1
argumento burro refutar falar fato lógico verdade viver esconder,1
estar divulgar,0
arnold schwarzenegger pedir pra sair aprendiz demitir fraco ridículo ibope de ele eu tr,0
arrisquei cantar canção tributo demis rousso emocionar fiquei receio branco hora,0
chamado recebida de este relativa violência mulher ler,0
moço post facebook automaticamente publicar twitter deixar burro pqp,1
vc literalmente pra ver,0
sapa cidade,1
sapatão linda mundo livro hoje rs,0
saudade acabar kkkkkkk ta gordar feio deixar lixo,1
sbx sapatão organizador kkkkk pq cover gay ue,1
senadora paraná mandar mulher greve sexo felizdiainternacionaldasmulher,0
feminista odear preocuper odeio,1
força maligno esquerda tentar dominar mente ta acontecer,0
fufa celebrar dia mulher,1
fufa lx falso Dói Kkk,1
fufa benfa ganhar sp kkk,1
fufa maluco,1
fufa usar msm argumento cono,1
sharia conjunto lei islâmico ver feminismo protesto sharia,0
xingar falecida tô chamar ruim feio gordar,1
ashsahashsahdsa bom meme,0
situação Europa resumir aceitar refugiado lidar risco terrorista infiltrar aceitar taxar xenofóbico,1
bom mulher trepar piores lemmy motörhead,1
mosqueteira livrar perguntinha básico vermelhidaonorosto,0
mulher descobrir mulher homem saber haver século mulherdeverdade,0
mulher saber lidar verdade dizer amiga ficar melhor rabodecavalocomeçar chorar bazar quimioterapia,0
sociedade evoluir tempo ok legal parabéns paz,0
solução racismo parar falar morgan freeman dizer,0
sorosmídia tentar maneira ocidente engolir refugiado neném,0
sorte Fernando Pessoa nascer conseguir imaginar heterónimos ser denunciar twitter,0
pedra clamar,0
pessoa entender refugiado inúmero terrorista óbvio,1
rede social jornalismo dever,0
refeição assembleiarepública dever igual cantina escola,0
assaltar mercadinho encontre culpado,0
sapatão seguir aly,1
assessoria comunicação proibir palavra feminismo feliz dia mulher,1
caber pai educação sexual filhosquer desenhar,0
voz lúcido cúpula igreja católico lahore,0
homem determinar cumpridor força trumppresident,0
vc matar papai mamae titia vovó hotelurbano,0
assinir petição construção mesquita Lisboa,1
assistar superbowl continuar tornar América novamente,0
suposto revolta cidade natal republicano verdade caso premeditar at,0
teta loirinha tá altashora,1
teta simoni redetv peito hein,1
trapalhada alexandre moraes governo aparência,0
cara qdo vc descobrir trabalhar pra pagar conta,0
último foto galeria prints de isto para fufa juro ahahah,1
suzane richtofen solta dia pai justiça incoerente dever soltar bruno dia namorado carnaval,0
ás salário importar gente trabalhar sentir prazer,0
vítima exnamorada de ele rafaelar horbach ano mãe filho irmã,0
fufa homem pq gostar mulher merecer mesmo feliz dia,1
bom especial standup ver surpresa,0
ate gente rio branco perseguir,1
tamagoshi decepcionar deixei morrer fome esper eu,0
atençãodiar março amanhãder parabéns pessoa certo,0
atenção identifiquei estagiário fazer piada gostir ser punir desculper transtorno,0
atenção pessoal macapá rolar estudo base livro meuamigosecreto feminismo,0
atenção carro roubar tr carro recuperar tucson prata hb branco ranger recebi placo,0
atenção jênio violência mulher Brasil fato país Cristã,1
atenção preço inacreditavelmente metade dobro blackfriday Brasil,0
atentar França pnr renovarportugal,0
trump farto posts frio par,0
