text,discurso_de_odio,ataque_individual
"USER CHATO PQP... foi USER que compraram a roupa dela por acaso? para de dar palpite aonde USER foram chamdos gente!!! plmds vagabunda tem uma louça pra lavar? um chao pra varrer? a menina independente de tudo, ela ta indo pra reuniao da FILHA USER, USER é a sua.. e USER tem essa de ""padrao"" a pessoa vai do jeito q quiser! se USER tinha uma placa avisando ""tem roupas que USER podem usar para entrar em uma reuniao"" ME USER USER USER",0,1
"USER Não dá nem pra chamar esse ladrão de doente pois a psicopatia não é doença. Queria ver esse fdp na rua...mas é covarde e sabe que é repudiado pela nação brasileira, da mesma forma que tu, Humberto Costa!",0,1
vc é um trouxa,0,1
USER Jaja que esse gordo HDP,0,1
"Sinto pelo Igor muito interessante a parte dele nos programas, mas, o USER e poliglota, fala o português e várias outras merdas, infelizmente pagou o preço.",0,1
Ela e Rainha da aguás crlh. Mãezinha e teu Cu. E Mãe porra,0,1
"na minha opinião, sem o imbecil metido a entendido, o programa enfim se tornará ""palatavel"". bora lá ser relevante (de verdade), USER USER???",0,1
"Lula: “não tenho raiva, mas não me peçam para esquecer a putaria que fizeram comigo” URL",0,1
Menina chata do krl vai se fuder sua arrombada do krl vc estragou tudo,0,1
"No final a única que foi prejudicada mesmo, foi a própria USER, os vagabundos já estão felizes e transando! USER",0,1
"RT USER: USER O velho senil foi lá, disse um monte de blá, blá, blá, e depois se mandou deixando todos os patetas pendurad…",0,1
Quem é essa louca ai gritando? Desiquilibrada pra q tdo isso? Logo essa doida vai fzr besteira é óbvio mto desiquilibrada record tem q escolher melhor selecionar mto USER quem bota no realiteUSER fica a dica,0,1
USER acordou dpois de 2 dias foi passar mal por causa do pesadelo Ah vá próxima a sair dramática pra caramba mentirosa,0,1
"sempre trataram o monark como criança, so esqueceram que pras criança a gente n leva a serio, cara é adulto, tem que se responsabilizar pelas merdas que fala mesmo, USER força ao programa, que vcs arrumem alguem melhor que aquele noiado.",0,1
caraio eu so burra eu tenho o MEU IRMÃO q eh tipo uma josi sem diploma (poxa henrique trancou o curso no último ano isso q da ser macoero) p me explica as coisa vivaaaaaaaa,0,1
"pais da desgraça , USER os pais a outra o filho e ganha direito , essa mísera tinha que mofár na cadeia porra ...",0,1
Que bosta! Zuado,0,1
Que mulher loucaa da porra,0,1*
quem que é sair em munda acha que é para tá falando para o pessoal ter peito para encarar é uma bosta dessa ela tá precisando protegida pela Record isso mesmo que imundície que nojo,0,1
Ai aonde a tua maconha te levou KKKkKkkK,0,1
a velha doida p sentir o cacete d molon URL,0,1
minho corno faz muuuuuu URL,0,1
"que convidado chato cara, insuportável, fala demais...",0,1
"nossa que ódio do Arthur se fazendo de coitado e falando que botando ele no paredão não sei como ninguém soltou um ""ai vai tomar no cu"" quando ele começou a falar pq sinceramente",0,1
"Você é a favor da liberdade de expressão Felipe USER? USER. É liberdade de expressão chamar o presidente de genocida, Felipe USER!? USER. É liberdade de expressão achar errado um casal homossexual, Felipe USER!? -Também não é assim, né! É liberdade de expressão dizer q deveria existir um partido nazista, Felipe USER!? -GILMAR USER, USER USER USER USER USER, PRENUSER ESSE USER USER!",0,1
"O Professor foi a melhor parte deste vídeo. E ele se refere 99% do tempo ao Igor, tamanho (eu imagino) o descontentamento em dividir a mesa com um energúmeno, ignorante, irresponsável e de falas antissemitas, racistas e criminosas como esse ex-sócio do canto. Não tenho palavras suaves para me referir e ele. Doeu no bolso e a mudança veio a galope. Ainda bem. Sorte e bom senso aos que ficam. Mais discernimento aos que vão. Paz.",0,1
"USER humilhou com argumentos, enquanto ela só falava merda.",0,1
cala a boca vizinha,0,1
USER voce nao sabe ler o burro do caralho????? eu literalmente DISSE que falei com OUTRA pessoa. não é que eu não quero resposta eu não quero é um insuportável plantado nas minhas mentions que nem você seu lixo,0,1
Ele é um mentiroso e ladrão,0,1
"Ele não reconheceu que errou. Está dizendo quw as pessoas entenderam errado. USER arrogante. Vai continuar fazendo as ""coisinhas dele"" e falando asneira. Nojo.",0,1
USER ent vai a merda,0,1
"USER só é burro, daria um pescotapa na hora que ele estava querendo passar pano pra nazi. Mas é pela ignorância e liberdade irrestrita que o USER propaga, USER nunca foi Anarquismo... USER, Espero que você aprenda com seus erros, paz na vida e deixe de besteira!",0,1
RT USER: USER 🙌👊👍👌👋💯👏🙏 Bravo bravo bravo! Ese sujeto psicópata que invade PALACIO se debe poner en su lugar!!El no es n…,0,1
Que presidente louco,0,1
USER é uma piada mesmo. O cara vira herói pelo simples fato de ter trans4do no meio da rua.,0,1
Então a doida muie do bombado era acostumada a devorar mindingles na rua 😂😂😂😂😂😂😂😂😂😂😂😂😂🤡🤡🤡🤡🤡🤡🤡🤡🤡 e USER,0,1
"USER Vc é PODRE Felipe. Sempre te acompanhei e sei q o não faz sentido nunca foi um personagem, e sim oq vc mostra ser hoje, esse cara bonzinho. Mas a cada dia essa máscara cai, quando vc postava fique em casa e foi jogar bola e agora essa merda que vc fez com a Bruna. Vc é uma fraude",0,1
"USER Chorou tanto. Falou que foi perseguido pra agora vir com essa? Vc teve a chance de se mostrar alguém descente, mas não só cagou hipocrisia. Quando Moro foi perguntado do seu caso, não te pré-julgou, nem postou nada sobre o caso, diante de tudo isso 0% de chances de ter meu voto.",0,1
USER..tomara USER paguem pela entrevista ao mano de rua USER....pq oq tem de neguin ganhando like e a porra toda em cima do cara não é brincadeira,0,1
"Porque este presidente de araque não se candidata a cobaia, para testar novas vacinas, pelo menos ela vai poder dizer que fez alguma coisa. USER USER, quanta ignorância, não cabe nesse país. Prefiro os bichos.",0,1
USER não tenho mais papai só um doente sei bolar me dá essas blunt vagabunda e reclama,0,1
USER Eu tô sou lixo mesmo kkkk,0,1
to muito nervosa pq aquele cara parece q é retardado falando do meu sotaque,0,1
"Eu duvidava USER me tratar assim, eu colocava ela no lugar dela na hoooooora, simplesmente eu já começava dizendo( procure na casa um espelho extra gigante que dê pra vc se ver e dai vc me diz de quando vc manda em algo aqui ou em alguém sua ridícula) Ôooooooooo bando de gente besta com medo desse tambor.",0,1
USER USER USER Encore un mongoloïde troll cancer,0,1
"Grande palerma que me fez cancelar a inscrição no canal, inclusive do vênus, há meses. Pra mim ele tem algum tipo de doença similar a uma esquizofrenia leve, que o faz criar versões fantasiosas da realidade.",0,1
Enche o c USER de má USER USER. E vem falar merda pra cá 🎶🎶 😂,0,1
USER pois supere seu fudido do caralho,0,1
Sua feia,0,1
USER Ladrão desgracado dos infernos. Voce é um câncer que faz mal ao pais. URL,0,1
USER que o bolsonarismo chocou essas serpentes e precisa ser extirpado.,0,1
Esse USER é podre mesmo viu vai tomar no c***.....,0,1
É foda ver como uma unica pessoa idiota consegue estragar tudo com ideias tão estúpidas.,0,1
USER ai caio vai se fuder,0,1
USER!!! Concordo plenamente! Esse tal de 'USER' é mais uma babaquice da indústria cultural para fazer as gerações de jovens se refugiarem em suas fantasias contra um mundo caótico que eles acabam ajudando a recriar. 'USER' é um convite à esquizoidia.,0,1
USER Prostituto vagabundo n vale nada,0,1
USER errou sim mas é o único que está sofrendo grandes represálias Brasil é uma vergonha atacam quem eles querem,0,1
Nossa nada me tira que aquele ex da jade o j*** g é uma bixona e ainda se veste igual uma,0,1
como eu consigo ser tão trouxa,0,1
"USER falso. Nao ajuda o Brasil. Ganha muito para soltar bandido, nao é USER?",0,1
"O objetivo desse pleito é retirar um homem corrupto, desequilibrado, mentiroso, alimentado pelo caos social, metido com pilantras, família envolvida em transações espúrias... É uma eleição diferente. Não se pode viver nessa esquizofrenia social do bolsonarismo. Chega de utopias.",0,1
vai cagar você tem que tomar vergonha na cara porque é só um filme e você nunca viu um vampiro de verdade pois eles não existem então por isso ela pode inventar o que ela quiser,0,1
"Um lixo, espero que saqueiem todas as lojas. Puxa saco sem vergonha, de um presidente cretino. Foda-se",0,1
USER Seu cú criança arrombada do crl procura amadurecer a mente se é que é possível deixa a vida dos outros e vai cuidar da sua se é que vc tem,0,1
USER USER USER O Bolsonaro é ladrão silencioso esta roubando do povo e ainda tem trouxa que apoia esse presidente fdp ladrão corrupto! Ele prometeu em 2018 que ia fazer tudo para o povo em 3 anos de governo só fez um terço do prometido não chegou nem 50% enganou os bobinhos que votou nele!,0,1
RT USER: Vcs candidatos têm a responsabilidade de destruir esse demonío do bolsonaro na eleição... Vcs têm que destruir esse desgra…,0,1
rt USER muito tesão quando o passivinho tá de pau bem duro assim! 🔥🔥🔥 URL,0,1
"Pô mano, o quão ignorante e cego com os fatos tu precisa ser pra apoiar um verme desses depois de tanta merda que ele fez/falou??? Tu tem que gostar de ser mau caráter, ter fetiche sei lá URL",0,1
"Parabéns USER, adorei imenso. ""Fodeu tudo mesmo!"" 10/5*",0,1
NAMORADO OTARIO ME ODEIA PQ SOU GRUDENTO,0,1
"e olha que eu gosto muito dele, tenho até a peita dele rsrs, mas ta ridiculo faz tempo",0,1
"USER E vc pensa em alguém? Ah, vai te fuder.",0,1
RT USER: USER USER - disse o maior corno do tt,0,1
USER você é Diabólico seu doente,0,1
USER é USER mané é mané pode crê que é 😂😂😂😂😂😂,0,1
"A bella se encanta com esse jeito protetor dele e se rende! Mas USER nunca vai entender isUSER por que simplesmente USER eh o tipico cara do seculo XXI, que USER quer comer e foda-se se a garota gosta de USER de verdade! Voce USER USER, é o pior tipo de filha da puta que existe: o tipo que acha que USER por que USER nao gosta de algo precisa expor isUSER ao mundo para que todos sejam como gravadores repetindo as mesmas coisas pra que USER se sinta melhor no seu lugar vazio!! (USER coment)",0,1
USER Bem sapatão de porcelana,0,1
"Esse Arthur é um cretino né. Não ajudou o cara, ficou com cara de bunda. Agora que o PA ganhou : "" aí posso fazer a consagração..."" HASHTAG PREGUICA GIGANTESCA DELE.",0,1
"USER é aquele cara que quer saber de tudo, mas não sabe de porra nenhuma rsrs",0,1
"ata, tua acha que é só ir ali e falar ""Ae USER, me dá uma aema aí""? vai estudar garoto. deixa de ser ridículo",0,1
Moro safado,0,1
"o fdp foi embora e levou toda minha motivação pra viver, seu vagabundo desgraçado, quando eu te ver na rua arrombado tu vai descer pro inferno junto cmg",0,1
"Um retardado se mata de beber, aí depois tentam proibir todo o resto de beber tb URL",0,1
"USER Verdade, te achei, e olha que nem precisei cavar, cretina! Hahahaha",0,1
USER Pelo menos não foi esse gordo de novo URL,0,1
Até parece que esse idiota vai triscar no livro 📖!!!!!!!!!!,0,1
"USER USER USER USER USER USER USER USER USER USER USER USER USER você é a última pessoa do mundo que pode falar sobre educação, seu arrombado.",0,1
USER E o maior ladrão do mundo representa o que?,0,1
"""USER ""bandido bom é bandido morto"" *Bolsonaro é esfaqueado* USER do Bolsonaro : *Ninguém* merece a morte. Quem defende a morte do próximo são vocês!",0,1
"USER precisa bloquear não, ele é só mais um baitola inrustido que ou não quer ou não pode sair do armario... trate o gayzinho com carinho só pra fazer raiva nele mesmo",0,1
USER Um canalha,0,1
"Realmente estamos no limite, o USER vai de mal a pior, com tudo que essa aberraçao bozonazi o presidente mais estúpido da história , vem fazendo. USER USER",0,1
USER = LIXOOOOOOOOOOOOOOO !!!!!!!,0,1
o facada mal dada.esse lixo,0,1
Meu USER que isso que roupa é essa minha irma aff ridicula sem comentario.,0,1
Na verdade ela não deixou ele sem palavras ela foi chata pra KRL não tinha argumentos contra uma realidade que a educação nesse país realmente está uma BOSTA e acha que saiu vitoriosa é tipo aquele porra de muleque que quando eu era criança falava que a bola de capotao era dele e ninguém mais jogava mina escrota dos infernos....,0,1
"Repúdio, lixo",0,1
USER Bolsonaro tá cagando pra aquela porcaria se toca idiota.,0,1
"USER USER USER Deus me livre ,tem que se fuder um cara que paga cara nisso aí,boné de chapeiro",0,1
Visivelmente o cara está nervoso de estar ali diante desse imbecil do monstro do monark,0,1
USER seu safado. Deixe as crianças em paz!,0,1
"Acho que a USER tem razão em chamar atenção do Biel sim pq ele é um folgado, mas a USER é muito barraqueira muito estúpida sai palavrão a cada segundo da boca dela e é muito barraqueira credo... Pra que ser barraqueira desse jeito coisa feia",0,1
Apanhou foi é pouco olha quanta asneiras esse cara falou c tá loco,0,1
caraca como esse sujeito é burro. USER,0,1
USER USER USER ate pq todo mundo tem uma bunda daquele tamanho ne sua desgraçada,0,1
"USER Outro velho broxa mentindo 🤡 esse vídeo tem 5 anos, é de 2017. URL",0,1
Que homem safado tadinho do Bolsonaro,0,1
Um dedo quente naquela bunda gelada !! kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk Vc é um viadinho mesmo !!,0,1
Mulher folgada eu mandava tnc e nao levantava,0,1
Puro lixo,0,1
USER USER some daqui seu pau no cu,0,1
"●MINUUSERGEM MELHORES MOMENTOS DA TREUSER USER X BIEL: 3:31 USER vai à luta USER Então senhor USER levante para pegar água porque aqui vc não está de hóspede não! 4:46 USER tem até medo de chegar perto da fera kk 5:04 o auge kkj vc só ouve o USER USER USER dos palavrão kkkk USER USER agora USER, ri agora, não vem me olhar com olhar de deboche não, faz gracinha sustenta! USER Eu to cega? EU TO USER???? 6:13 ""Sustenta tua gracinha"" frase oficial de jojo 6:31 USER manda jogar a água fora para o USER buscar e encher 6:36 kkkk 6:40 Oh USER não passa pano não porque ontem vocês pegaram agua, então hoje quem vai pegar água nessa porra É USER!!! USER USER, VUSER USER SUA FUNÇÃO...(parece minha mãe gritando cmg) USER NO SPA??? USER NO SPA??? E É USER USER USER USER USER",0,1
"USER virgenzinha? acho que o USER aqui é voce hein?????? olha fica lambendo o cu dele USER vai,relaxa ele vai fazer um vídeo te agradecendo por ter tanto lambe cu ! se liga como falaram USER, é FICÇÃO, sabe o que é isso? o USER USER critica tudo, se muda mano, vai pra outro país, la não vai ter rebolation, coloridos, vdg, não vai ter nada! voce deve ser só mais um que se acha o fodão ne? USER USER...",0,1
"Olha a merda USER o USER falou, cara. Seria insustentável manter esse imbecil na empresa, tem gente lá USER depende do dinheiro po",0,1
USER USER EU NO SUPERMERCADO CHORANDO IGUAL DESGRAÇADA URL,0,1
USER USER !! vc conseguiu sem dinheiro e sem beleza comer USER USER EVANGELICA !! VC E FODA !!! SOU SEU USER !!!,0,1
"USER, o cara é mendigo e votou e vai votar novamente em Bolsonaro??? USER toda essa ""inteligência"" dele foi anulada kkkkk",0,1
USER mulher fudida pra caralho,0,1
"USER USER Imagine a uma mãe/pai ter um filho imbecil, alienado como esse.... Cresça meu filho.",0,1
"USER Por sua culpa, velho gagá, senil, fraco, bunda mole.",0,1
rt USER mete com força e com talento estou ofegante e vc percebendo bate maltrata essa puta safada quero jatada de leite na cara,0,1
"ah então se ferra, vc vendo meus tweets não vai mudar bosta nenhuma na minha vida tbm",0,1
"Enfim, posso odiar crepúsculo, mas isso é uma coisa muito CHULA, muito USER, vc apenas quer fazer fita, quer seu momento de popularidade. Você não é ninguém. USER e benção filhote de cruz credo.",0,1
USER brasileira foi pro lixo depois dessa merda que ce falou,0,1
"USER Amou??? Isso mostra o caráter teu e da linna, ingratos, mau caráter",0,1
"Este é seu presidente sem máscara e os gados seguidores USER sem máscara, pessoas podem morrer por isso, situação é crítica!!",0,1
o imbecil olha o nome dos videos porra é NAO USER SENTIDO e nao USER SENTIDO idiota,0,1
"USER USER USER USER USER ta mordido, qm cai na isca e peixe e no caso vc e um peixe palhaço",0,1
"mulher chata quer mandar em todo mundo , as pessoas fala com educaçao com ela so responde mal",0,1
"USER USER 🤣🤣com essa cara de otário, imagino a amante.",0,1
kaillane fdp brt na minha casa pra nos joga um video game,0,1
Ódio muito ódio desse cara quando sorriu devia ter pena de morte,0,1
USER ela é uma inútil,0,1
"USER E temos presidenciável que diz ser um Crime prender um ladrao de celular. Na minha opinião, tem que ser preso no mínimo dez anos. Ladrao é um ser repugnante desgraçado, quando morre é uma limpeza",0,1
"USER USER seu inteligente que viveu em um buraco todos esses anos, deixa eu te explicar uma coisinha.. não existe só casais héteros.",0,1
"ô véi, na moral: Quem fala mal do novo filme do Batman ( o famoso The Batman) é otário.",0,1
USER USER se mancaaaaa eh a miley ze buceta,0,1
"Com sonegação e puxa saquismo não patriotismo,oportunista do cacete,.",0,1
USER gostoso foi boa USER e feia,0,1
USER e muito aparecido.. um completo idiota....,0,1
"pule na Benga isso sim mano para com essa porra de incentivar as mentes ingênuas das crianças, no meu tempo agente comia terra",0,1
USER USER e ele tem direito de fazer o povo de carga de burro . Ele deve ter milhões de caráter pra tar lá dentro 😅,0,1
"Butler é o famoso afunda lobby e, você LOWRY VOLTA PRA TORONTO seu safado",0,1
USER os cornão nos comentarios jurando que o herzog se matou kkkkkkkkkkkkkkk da ate vontade de se enforcar sem banquinho pra nao ter que lidar com esse povo,0,1
USER USER ESTA USER EM TUDO MENOS NA PARTE QUE USER USER Q A USER E USER USER ELA E USER PRA KRL,0,1
USER a HASHTAG USER se for pra falar merda nem comenta crlh por isso que o USER tá do jeito que está.,0,1
"aiii vampiro,vapiro,oh USER USER oh USER USER//cala a boca porra!! USER USER USER USER!!!",0,1
"olha vey USER vontade de matar esse menino vey ele tem USER respeita as opiniões dos outros olha so ele deve ter inveja por todos os personagens de crepúsculo são famosos isso e USER USER USER caralho eles apenas tem USER repeitar a nossa opinião, eu não gosto de Justin USER e não assim eu vou sair falar USER ele e um gayzinho por ai ' eu so achava USER ele podia repeitar né ' aff ' esse povo so tem invejaaaaaa '",0,1
Paulinha ta podre prr🤣🤣🤣🤢,0,1
USER USER que ela tá com o cão nos peitokkkkk,0,1
USER Claro que pode. Basta não eleger mais ladroes e larapios como o “nobre” ex presidente. Ligar de ladrao e na cadeia e não na televisao,0,1
"USER USER, USER é mal amado isso sim. --'",0,1
"como USER bem disse ''eu sou mais louco que USERs'' Não USER USER não é louco! Vc só é mais um Mais um branco ignorante, que nasceu em berço de ouro e nunca passou por problemas reais por ser como USER bem disse no flow a ''minoria'' não tem desculpas, não tem argumento, não tem mimimi de extremismo, USER disse aquelas coisas horríveis pq USER quis dizer, não tem ngm distorcendo nada pq não precisa ser distorcido, já que esta tudo muito bem nítido.",0,1
USER daí o noiado.,0,1
USER USER Eu te odeioooooo,0,1
vai se fuder quem gostou o cara expressa a opiniao dele e USER pede a de vcs entao se USER gosta USER ve,0,1
"Eu queria vê se a USER teria peito pra me calar ,USER dava dois grito no ouvido dela ela entra no eixo em dois tempo ...Ah agora que lembrei se um homem grita uma mulher igual ela grito o Biel que por sinal não vale um peito de um fresco provavelmente ele seria massacrado como Machista !",0,1
Mano hj deu uma vontade de bater em um veio bêbado o cara tava enchendo o saco da mulher que tava vendendo salgados por causa do Filho dela mano que raiva que me deu desse velho fdp,0,1
"Estádios cansaram de vaiar, mandar a Dilma tomar no cú e nunca vi ela tentar SENSURAR alguém, mais o BUNDA MOLE, BOLSA DE COCO quer dar o ar da graça! URL",0,1
"USER USER tenho msm mana sou conhecida no tt por maria putinha, vc queria oq? q eu passasse na dm dos outros falando a palavra de Deus?",0,1
"USER USER veja os videos do mito, o babaca.",0,1
"além de não ganhar nenhum joinha e perceber que é o unico babaca aqui , vc não viiu que não tem como dar joinha .",0,1
USER o espírito de rico safado,0,1
"USER USER, PUTA QUE PARIU, VSF! AGORA USER PREOCUPADO! Você acha que Justin USER, USER e colírios são as únicas coisas que existem no mundo? Oh wooooooooow, as coisas estão piores do que imaginei para essa juventude ""do barulho"".",0,1
"eu odeio quando fazem isso cmg, e quando fazem pra ela fica 1000 vezes pior, vsfd o babaca",0,1
USER covarde NOJENTA USER👊👊👊👊👊👊👊👊💪,0,1
Mas mano imagina bafo crl esse mendigo deve tá muito feliz kkkk,0,1
"USER USER Até a marmita de político admite que o Presidente Bolsonaro está em alta ....acorda ladrão, vá descansar na prisão....lá é o seu lugar ou nos quintos dos infernos sentado no colo do seu pai 👿 URL",0,1
USER voce so gosta d sapatao caminhoeira de cabelo rapado,0,1
vampiro vampiro vampiro omg omg vampiro. calaboka porra USER,0,1
Chamei outro garoto de programa na casa do que brochou comigo e tá dele fudr outro viado lá,0,1
USER Ta sendo bem babaca,0,1
Se cagou mano...,0,1
"USER O cara falou, falou e nao disse porra nenhuma.",0,1
USER desculpa filho da puta,0,1
"USER Pq o cara tem um pênis de borracha e usa ele ora bater em mulheres? O cara mó viadinho, anda e fala que nem um peroba, tem pênis de borracha e ainda bate em mulher. Isso é uma bixona...viadinho escroto.",0,1
"Essas pessoas ricas, que estão na mídia acham que podem fazer o que quiser e vão ficar impune... Se fudeu perdeu várias parcerias. Esse casamento da irmã já foi um casamento que aumentou o contágio...",0,1
"Volta e vê a propaganda de novo, acho que seu pouco neurônios não capturaram o que o comercial quiz dizer",0,1
USER Ladrão filho de uma puta,0,1
karaiiiiiiiiiiiiiiiiiiiiiiiiii esse kara é retardado mas eu rachei de rir,0,1
O podcast em que o USER menos falou merda...,0,1
Vai tomar no cu jornaleco escroto URL,0,1
 pqp eu sou uma merda to fudida chorando d desespero,0,1
tambem sou gay boiola tô falando com o nicolas na outra ai nem lembro que essa existe,0,1
"Acrescento que esse morador de rua está mentindo, criando fábulas, expondo uma mulher que independente de estar consciente ou não, é uma mulher com uma filha pequena e que merece respeito. Que situação triste para todos. E que audácia desse homem se expor dessa forma. Assisti a uma nova entrevista dele, onde ele usa palavras de baixo calão como ""dei leitinho pra ela"" , ""comi o rabo dela"". Terrível e nojento. Apanhou pouco.",0,1
"Teu progama no multishow é uma merda, Mas esse personagem é muito bom fica so com isso :D",0,1
"Esse personal é uma vergonha. Corno ,por que não assumiu a verdade que todos viram,e que sua esposa confessou para o delegado,aí invés de ficar pagando de otario 🤔🤔",0,1
USER USER Sem contar que o mendigo tá na dele de expor a vagaba. O maluco tá sendo acusado de estupro e contar detalhes da relação é uma maneira de se defender e provar que foi consentido,0,1
"SIM, briga comigo seu otário tudo que acontece com você e sua mulher é minha culpa.",0,1
"USER USER USER! 😂USER de perseguição e censura mas é exatamente isso que o Na7ism0 faz. Foi isso que você defendeu liberar até um partido. Tá gostando da amostra? Drogas criam burros e hipócritas, NÃO USEM",0,1
"USER Primeiramente vai se fuder, animal de tetas",0,1
USER vc tá passando vergonha sua piriguete,0,1
"USER Quem mais aqui acha que Lula é a esperança dos banqueiros milionários neoliberais, dos parasitas ávidos por ""boquinhas"" e dos golpistas corruptos do Centrão?",0,1
USER esse homem é tão insuportável vontade de jogar no lixo,0,1
"""USER é meu saco""... USER USER, teu saco tá cheio de merda entao né?! '-' USER USER, zoa, otimo video",0,1
Fala mau mais tem o livro USER seu invejojo cala a sua boca troxa panaca,0,1
"Meu USER, como fala besteira esse cara, USER!",0,1
"USER rapaz olhando cenário agora USER tá calma , hj viu. USERkk mulher doida mais não tem duas conversa monte de homem com barba fica se fazendo de criança de 9 anos .",0,1
"USER USER E os pastores tirando dinheiro do seu cu, boiola de merda.",0,1
