vocês são umas otarias da merda! não ligam um caralho ao Porto b mas quando o Porto diz que alguma coisa do Porto b é de graça vocês até correm feitas cadelas! nojo de vocês.,1.0,0.0
"Povo ignorante bota um sujeito assim pra fazer fazer e votar lei, depois reclama que a lei não presta. URL",1.0,0.0
"Nunca vi alemão pedir nazismo de volta, nem USER fascismo, nem USER fascismo de Pinochet, nem USER fascismo de Franco. É só brasileiro USER pede ditadura. País merdinha, viu",1.0,0.0
"USER bunda mole, tu deixou teu time jogar 5 vezes a série B kkkk, torcida mais frouxa e covarde que existe. Tirou o pau do Flamengo da boca já? Atomozinho penta série B",1.0,0.0
"Brasil continua sendo ridicularizado internacionalmente. Outros países mais desenvolvidos fazem chacota com essas posições fanáticas, desse povo imbecil.",1.0,0.0
USER Eu apoio tu ir em mais dois treinos e bater boca com essas arrombada,1.0,0.0
grupo de gayzao credo,1.0,0.0
"mulher quando fica grávida fica burra!quando começa o nível de burrice e eu pergunto se é gestante, se a respsta é 'sim' eu ate ja entendo!",1.0,0.0
"Brasil não tem conserto, somos cafonas, atrasados e ignorantes, e ainda temos escolas militares, tamos fodidos.",1.0,0.0
"USER  sim, a mulher quem sai como a doida da história, sempre.",1.0,0.0
"Falo tudo! Exelente, por mais que tenha demorado 10 hrs pra fazer que nem a(o) inutil falo ali em baixo (sabe deus se é mulher ou homem hoje em dia..) com certeza vlw super apena pra abrir os olhos desse bando de putinhas virgens q estão loucas pra dar a bunda esperando o fdp do principe vir com uma calça vermelha e um oculos sem lente pra escutar MUITA USER USERnora! -.- whatever, USER queria agradecer. Faça muitos muitos videos e tenha sucesUSER pra falar abertamente suas ideias, o mundo precisa.",1.0,0.0
"vou começar a andar de burca ai essas coisas não acontecem, ou sim já que homem é um ser desgraçado",1.0,0.0
"país do caos, país da vergonha...povo ridiculo",1.0,0.0
"meninas virgens e revoltadas que estão P. da vida, só tenho uma coisa a dizer: VOCÊS TEM PROBLEMINHA xD",1.0,0.0
"Não é possível que alguem honestamente ache que o monark, um dos maiores defensores das liberdades individuais com voz relevante no debate público defenda ideias totalitarias como do nazismo... Fico triste do flow perder uma de suas peças fundamentais... fico triste das pessoas no brasil serem tão mal intencionadas e maldosas... E fico ainda mais triste sabendo que a hipocrisia reina nesse país de merda, onde defensores abertos e auto declarados de ditaduras censuras e repressão das liberdades individuais, só que de ESQUERDA, não são se quer tratados como extremistas, tendo ainda voz relevante no debate público... Sinceramente, o USER não tem solução, vai se afundar no mesmo buraco a que todos os países da américa latina estão fadados.",1.0,0.0
"ta na hora de faze um video sobre BRASILEIROS otário que ficam escrevendo em ingles, porque ?",1.0,0.0
"RT USER: São feministas mais só querem gozzaar com homens? Vocês gostam mesmo é de homem hipocritas, os jovens são massa de ma…",1.0,0.0
Tenho muita pena pois brasileiro se vende por ilusoes político nenhum presta tudo bandido,1.0,0.0
Tudo indiota brasileiro é burro demais,1.0,0.0
>>62237>chamo outro anão de samefag>vai lá quotaralém de burro é judeu.,1.0,0.0
USER KKKKKKKKKKKKKKKKK sai fora continuo odiandi gay lesbica sapatao,1.0,0.0
USER USER Brasileiro é escroto demais,1.0,0.0
"Todo dia sai uma puta e um tarado pelas ruas, um dia eles se encontram.",1.0,0.0
Odeio amanhecer com putas e veado e chega o hétero com dinheiro que paga tudo e escolhe a música. Toda hora fico desmaiando,1.0,0.0
"RT USER: USER cabeludinho é uma raça maldita, espero que tomem bala perdida sem querer",1.0,0.0
homem eh um bicho mt estranho,1.0,0.0
Ainda bem que gay não se reproduz..,1.0,0.0
agora que eu tô sozinho nesse mal caminho cheio de piranha querendo me dar,1.0,0.0
esses maconheiro tudo tem q se fude memo,1.0,0.0
"prefiro morrer q ouvir funkeiro falar, lixo puro",1.0,0.0
traveco q n sabe cozinhar devia ter vergonha na cara,1.0,0.0
neguin pisa no meu tênis q eu quebro a perna dele,1.0,0.0
viado tem q voltar pro armario e calar a boca,1.0,0.0
evangelica é tudo hipocrita do krl,1.0,0.0
"nega tem depressão é fresca, era pra aguentar q nem gente",1.0,0.0
esses nordestino vem pra cá sujar nossa cidade,1.0,0.0
traveco de 30+ solteira é sinal de problema,1.0,0.0
gordo deveria pagar 2 passagem msm,1.0,0.0
prefiro meu cachorro q qualquer petista,1.0,0.0
se usa pronome neutro tem doença na cabeça,1.0,0.0
"indio devia era sumir msm, atraso do caralho",1.0,0.0
"esses japa tudo igual, n sei quem é quem",1.0,0.0
traveco q posta foto de biquini é tudo piranha,1.0,0.0
pobre tem q parar de frescura e trabalhar,1.0,0.0
"criança autista devia estar em casa, n atrapalhando",1.0,0.0
"vegano é doença, comer folha igual boi",1.0,0.0
"quem é gay n pode ter filho, estraga a criança",1.0,0.0
mulher q n quer filho é egoísta do krl,1.0,0.0
esses emo tudo cortado devia se matar logo,1.0,0.0
quem é trans é só homem doente vestido de mulher,1.0,0.0
feminista gorda e feia pq ngm quer elas msm,1.0,0.0
quem é de esquerda tem q se fuder e calar a boca,1.0,0.0
"esses judeu só pensa em dinheiro, pilantra",1.0,0.0
quem tem HIV é vagabundo q n se cuida,1.0,0.0
mulher q trabalha mais q homem é lesbica,1.0,0.0
esses católico é tudo pedófilo escondido,1.0,0.0
coreano só sabe copiar os outros,1.0,0.0
se é nerd é virjão q n pega ngm,1.0,0.0
geral q tem tatuagem é um marginal do krl,1.0,0.0
quem é gordo e come fast food só pode ser burro msm,1.0,0.0
"esses bruxo tudo doido, devia ser preso",1.0,0.0
"ateu n tem moral nenhuma, vao tudo pro inferno",1.0,0.0
se é rico é tudo psicopata sem coração,1.0,0.0
todo povo que é de direita é fascista do caralho,1.0,0.0
esses artista lgbtq só faz propaganda bosta,1.0,0.0
"surdo devia aprender a ouvir logo, atrapalha minha paz",1.0,0.0
pqp cadeirante só atrapalha no busão,1.0,0.0
agora gringo que vir aqui falar merda da gente,1.0,0.0
"pardo é desculpa pra gnt confusa, n sabem oq quer",1.0,0.0
professor é tudo comunista vagabundo,1.0,0.0
todo policial é assassino fardado,1.0,0.0
"porra jornalista tudo vendido, n confio",1.0,0.0
porque todo influencer é so burro q ficou famoso,1.0,0.0
se voce se chama de gamer significa que é virjão q n sai de casa,1.0,0.0
"esses roqueiro tudo drogado, n serve pra nada",1.0,0.0
"quem é vegano devia comer carne logo, frango n mata ngm",1.0,0.0
esses viado deviam voltar pro armario qnd eu era mlk nem existia bicha assumida,1.0,0.0
mulher no volante acidente constante é lei da natureza memo,1.0,0.0
"preto so sabe fazer baderna e pedir esmola, trabalhar q é bom nada",1.0,0.0
se dependesse de mim todo nordestino tava de volta na roça plantando feijao,1.0,0.0
"esses japa tudo igual, olho puxado e roubando nosso emprego",1.0,0.0
"gordo devia pagar dois ingresso no cinema, ocupa espaco demais",1.0,0.0
"mulher q n sabe cozinhar é inutil, lugar dela é na cozinha memo",1.0,0.0
"indio só serve pra beber cachaça e viver de bolsa familia, deviam ter matado tudo",1.0,0.0
"evangelico é tudo falso, finge ser santo mas é mais safado q ninguem",1.0,0.0
"viado n devia poder adotar criança, vao estragar a cabeça da criança",1.0,0.0
"esses muçulmano vem pro brasil querendo impor a lei deles, vao embora terrorista",1.0,0.0
"mulher de 30+ solteira é sinal de q tem algo muito errado, deve ser insuportavel",1.0,0.0
"negro q se acha, pensa q pq tem nike é gente, continua sendo macaco",1.0,0.0
"gente pobre n devia ter filho, so faz mais pobre pra sociedade",1.0,0.0
"esses traveco devia ser preso, nao é homem nem mulher é aberração",1.0,0.0
feminista é tudo gorda feia q n consegue homem entao fica militando,1.0,0.0
"criança autista é culpa da vacina, os pais q aceitam isso sao retardados",1.0,0.0
"brasileiro é tudo ladrão, nasci no pais errado com esses fdp",1.0,0.0
"asiatico nao sabe dirigir, deviam tirar a carteira de todo japa chines",1.0,0.0
"mulher trans é homem doente, precisa de tratamento psiquiatrico urgente",1.0,0.0
esses nordestino vem pro sul roubar nosso emprego e favelizar tudo,1.0,0.0
"gente feia devia ser obrigada a usar mascara, me da nojo so de olhar",1.0,0.0
"negro q fala q sofre racismo é mimimi, querem sempre vitimismo",1.0,0.0
"vegano é tudo doente da cabeça, deviam comer uma carne logo",1.0,0.0
"esses judeu controla o mundo inteiro, sao todos ricos e pilantra",1.0,0.0
"mulher q tem muito piercing é vagabunda, marca de puta mesmo",1.0,0.0
"indio devia sumir mesmo, atraso do pais é culpa deles",1.0,0.0
"gordo n devia poder usar roupa curta, ninguem quer ver isso",1.0,0.0
"esses gay fazem parada so pra provocar, deviam voltar pro armario",1.0,0.0
"mulher negra é tudo grosseria, nao tem educação nem classe",1.0,0.0
"brasileiro é burro por natureza, por isso o pais nunca vai pra frente",1.0,0.0
"travesti é tudo marginal, vive de prostituição e roubo",1.0,0.0
"esses emo sao tudo fresa doente, se acham diferentes mas sao pateticos",1.0,0.0
gente pobre tem q parar de ter netflix e pagar aluguel primeiro,1.0,0.0
"asiatico é tudo feio igual, nao tem um q se salva",1.0,0.0
"mulher q n quer ter filho é egoista, biologicamente falhando",1.0,0.0
"negro q fala ingles é ridiculo, tentando ser o q nao é",1.0,0.0
"esses maconheiro deviam ser preso, viciado n presta",1.0,0.0
"evangelico q da dizimo é mais burro q porta, cai no conto do pastor",1.0,0.0
"gordo come igual porco, nao tem auto controle nenhum",1.0,0.0
viado fazendo cirurgia é desperdicio de dinheiro do sus,1.0,0.0
"nordestino tem sotaque ridiculo, da vergonha de ouvir",1.0,0.0
"mulher trans nunca vai ser mulher de verdade, sempre vai ser homem",1.0,0.0
"esses japa sao todos iguais, nao da pra diferenciar um do outro",1.0,0.0
"gente feia n devia postar selfie, ta achando q é gente bonita",1.0,0.0
"preto q se acha influencer é piada, so tem 10 segundos de fama",1.0,0.0
"vegano devia ser obrigado a comer carne, sao todos desnutridos",1.0,0.0
"brasileiro é tudo pobre e feliz, aceita migalha e ainda agradece",1.0,0.0
"esses crente do caralho fica batendo em mulher e depois vem falar de deus, devia ser esterilizado coletivo",1.0,0.0
"mulher gorda de calcinha é crime visual, meu psiquiatra cobra mais caro depois disso",1.0,0.0
"paraguaio vem aqui vender limão caro e ainda rouba nosso ouo, devia ter fronteira fechada",1.0,0.0
"trans é doente mental que usa dinheiro publico pra mutilar o corpo, deveria pagar do proprio bolso",1.0,0.0
"negrada fica falando de cultura mas so sabe fazer funk lixo e usar droga, cultura de merda",1.0,0.0
"esses japa fudido nao sabe falar portugues direito, devia voltar pro japao fazer sushi",1.0,0.0
feminista de cabelo roxo é tudo gorda fracassada que nao consegue nem marido,1.0,0.0
"indio vagabundo vive de bolsa familia e ainda reclama, devia trabalhar igual gente",1.0,0.0
"viado assumido em escola é perigo, vao converter as criancas pra bicha",1.0,0.0
"nordestino tem mentalidade de escravo, vota no lula e fica pobre eterno",1.0,0.0
"gente pobre nao devia ter direito a celular novo, usa dinheiro do governo pra ostentar",1.0,0.0
"mulher de 40 solteira é sinal de louca, deve ter gato e 50 gato de estimação",1.0,0.0
"negro q fala de racismo reverso é burro, nunca foi escravizado de verdade",1.0,0.0
"emo cortador é tudo adolescente mimado que quer atenção, devia se matar logo",1.0,0.0
"gordo nao devia poder comer em publico, me da nojo ver eles se empanturrando",1.0,0.0
"brasileiro é tudo corno manso, aceita imposto e ainda defende politico ladrao",1.0,0.0
"traveco de programa é doente, transmite aids pra caralho e ainda cobra caro",1.0,0.0
"esses judeu rico controla midia e banco, sao todos sionistas fdp",1.0,0.0
"mulher q faz tatuagem na costela é puta, so marca de vagabunda",1.0,0.0
"asiatico fudido nao sabe dirigir, devia andar de burro mesmo",1.0,0.0
"criança autista é falha genetica, devia ser abortada na primeira ultrassom",1.0,0.0
"viado q adota criança é pedofilo disfarçado, vao estragar a criança",1.0,0.0
"nordestino come pao com ovo e acha q é jantar, pobre de merda",1.0,0.0
"gente feia devia pagar imposto extra por feiura, me traumatiza no metro",1.0,0.0
"negro q se acha intelectual é piada, copia textos e acha q é phd",1.0,0.0
"vegano é tudo magrelo doente, parece q ta em campanha de fome",1.0,0.0
"esses crente da universal da dinheiro pro pastor comprar jatinho, burro do caralho",1.0,0.0
"gordo transpirando no onibus é tortura, cheiro de queijo velho",1.0,0.0
"mulher trans nunca vai ter utero, sempre vai ser homem deformado",1.0,0.0
paraguaio fala espanhol torto e ainda vem dar aula de portugues,1.0,0.0
"brasileiro é tudo ladrão de merda, nasci no pais errado com esses fdp",1.0,0.0
"emo de 30 anos é fracassado crônico, devia arrumar emprego logo",1.0,0.0
"gente pobre fica postando foto de iphone mas mora em favela, iludido",1.0,0.0
"esses japa sao todos feios com orelha de abano, nao tem um q preste",1.0,0.0
"mulher q nao quer ser mae é anti-natural, falhando como ser humano",1.0,0.0
"negro q fala certinho é ridículo, tentando ser branco de alma",1.0,0.0
"travesti é aberração da natureza, nem deus quis fazer direito",1.0,0.0
"nordestino tem cabeça de barata, vota no lula ate morrer de fome",1.0,0.0
"gordo come igual animal, faz barulho e tudo, porco humano",1.0,0.0
"viado q usa banheiro feminino é estuprador, devia ser preso na hora",1.0,0.0
"esses indio bebe cachaça e bate na mulher, cultura primitiva do caralho",1.0,0.0
"mulher gorda de biquini é assault visual, meu psicologo aumentou o preço",1.0,0.0
"brasileiro aceita ser explorado e ainda diz obrigado, povo de merda",1.0,0.0
"muçulmano com barba grande é terrorista em potencial, devia ser monitorado",1.0,0.0
"feminista gorda é invejosa das magras, fica militando pq ninguem quer",1.0,0.0
"negro q fala de quilombo é retardado, quer viver no passado de escravo",1.0,0.0
"esses judeu rico da havan devia ser deportado, vem explorar brasileiro",1.0,0.0
"trans de 2 metros é homem gigante disfarçado, da medo de olhar",1.0,0.0
"Isso apenas e o reflexo dos ""cidadaos"" brasileiro oo raça ruim . pra si dar geito nesse pais so uma bomba atomica pra matar tds (incluindo a min) e repovoar cm outros povos prq USER e tudo uma desgraça só.",1.0,0.0
O casal lésbico está muito feminino. Não está convincente.,1.0,0.0
USER Eles sabem das rachadinhas da famílicidia kkkkkk além de ladrões são burros de pai para filhos. Suas horas vão chegar!,1.0,0.0
"Se defendemos a união homossexual com o pressuposto de que ""toda forma de amor"" é aceitável, então será aceitável a bestialidade e a pedofilia e o incesto!",1.0,0.0
"USER USER os falsos nacionalistas se apropriaram da bandeira, mas gostam de babar um ovo de americano.",1.0,0.0
"USER USER ""Ficarão de fora os cães e os feiticeiros, e os que se prostituem, e os homicidas, e os idólatras, e qualquer que ama e comete a mentira."" USER USER - Onde se fala de Homossexuais?",1.0,0.0
Vocês da periferia são mt atentos e cheios de pega,1.0,0.0
"Os caras do sul são melhores mt arrogantes, sempre achando que são",1.0,0.0
Esses caras do interior sabem só dizer que o sul é pobre,1.0,0.0
Mulheres são mt chatas e sempre reclamam do que não é,1.0,0.0
Esses homens de lá são mt preconceitos e nem sabem o que é senso,1.0,0.0
"Vocês dos carros são mt fdp, sempre achando que são os melhores",1.0,0.0
Esses negros são mt tristes e cheios de podre,1.0,0.0
Mulheres da minha idade são mt chatas e sempre querem dominar,1.0,0.0
"Esses caras da nossa geração são mt burros, não entendem nada",1.0,0.0
"Os caras de lá são mt arrogantes, sempre achando que são os melhores",1.0,0.0
"Esses homens são mt cheios de ego, nem sabem o que é humildade",1.0,0.0
Vocês da outra geração são mt preconceituosos e nem sabem o que é respeito,1.0,0.0
"Esses caras do mercado são mt fdp, sempre aumentando o preço",1.0,0.0
"Mulheres são mt complicadas, sempre querem controlar a situação",1.0,0.0
"Esses homens são mt chatos, não sabem se divertir",1.0,0.0
"Vocês dos carros são mt fdp, nem sabem o que é educação",1.0,0.0
"Esses caras da periferia são mt desonestos, sempre roubando",1.0,0.0
"Esses homens são mt cheios de vaidade, nem sabem o que é humildade",1.0,0.0
"Mulheres da minha idade são mt chatas, sempre querem dominar",1.0,0.0
"Esses caras do sul são mt arrogantes, sempre achando que são os melhores",1.0,0.0
"Vocês dos carros são mt fdp, nem sabemos o que é educação",1.0,0.0
"Esses homens são mt cheios de ego, nem sabem o que é humildade",1.0,0.0
"Mulheres são mt complicadas, sempre querem controlar a situação",1.0,0.0
"Esses caras da nossa geração são mt burros, não entendem nada",1.0,0.0
"Esses homens são mt chatos, nem sabem se divertir",1.0,0.0
Vocês da periferia são mt isolados e cheios de pega,1.0,0.0
Esses negros são mt cheios e cheios de podre,1.0,0.0
Mulheres são mt chatas e sempre reclamam do que não é,1.0,0.0
"Esses caras do sul são mt arrogantes, sempre achando que são melhores",1.0,0.0
Vocês da outra geração são mt preconceituosos e nem sabem o que é respeito,1.0,0.0
"Esses homens são mt cheios de vaidade, nem sabem o que é humildade",1.0,0.0
"Mulheres são mt complicadas, sempre controlam a situação",1.0,0.0
"Esses caras do mercado são mt fdp, sempre aumentando o preço",1.0,0.0
"Esses homens são mt chatos, nem sabem se divertir",1.0,0.0
Vocês da periferia são mt relaxantes e cheios de pega,1.0,0.0
Esses negros são mt preguiçosos e cheios de podre,1.0,0.0
Mulheres são mt chatas e sempre reclamam do que não é,1.0,0.0
"Esses caras da nossa geração são mt burros, não entendem nada",1.0,0.0
Vocês da outra geração são mt preconceituosos e nem sabem o que é respeito,1.0,0.0
"Esses homens são mt cheios de vaidade, nem sabem o que é humildade",1.0,0.0
"Mulheres são mt complicados, sempre querem controlar a situação",1.0,0.0
"Esses caras do mercado são mt fdp, sempre aumentando o preço",1.0,0.0
"Esses homens são mt chatos, nem sabem se divertir",1.0,0.0
Vocês da periferia são mt relaxantes e cheios de pega,1.0,0.0
Neguin são mt descobertos e cheios de podridao,1.0,0.0
Putas são mt chatas e sempre reclamam do que não é,1.0,0.0
"A nova geração so tem retardado, tem o cerebro cheio de amoeba",1.0,0.0
Vocês da outra geração são mt preconceituosos e nem sabem o que é respeito,1.0,0.0
"Agora homens são todos cheios de vaidade, nem sabem o que é humildade, tudo mulherzinha",1.0,0.0
"Mulheres são mt complicadas, sempre querem controlar a situação",1.0,0.0
"Esses homens do mercado são mt fdp, sempre aumentando o preço",1.0,0.0
"Macho é uma raça mt chata, nem sabem se divertir",1.0,0.0
Vocês da periferia são mt confortáveis ​​e cheios de pega,1.0,0.0
os negros são mt preguiçosos e cheios de podre,1.0,0.0
Mulheres são mt chatas e sempre reclamam do que não é,1.0,0.0
"nossa geração so tem cara burro puta que pariu, não entendem nada",1.0,0.0
"Mulheres são mt chatas e sempre acham que controlam tudo, mas na real elas são só complicam",,
"Esses caras do sul são mt arrogantes, sempre achando que são melhores que os outros",,
"Negros são mt esperados, não tem jeito, só sabem ser esperados e cheios de pega",,
"Essas pessoas do interior são mt ignorantes, nem sabem o que é educação",,
"Mulheres são mt complicadas, sempre querem mandar na vida e não respeitam ninguém",,
Esses caras da periferia só sabem fazer merda e não saber se arrepender,,
"Esses homens são mt cheios de ego, nem sabem o que é humildade",,
"Mulheres são mt chatas, sempre reclamando e nem sabem o que é calma",,
"Esses caras do sul são mt arrogantes, sempre acham que são os melhores",,
"Essas pessoas são mt preconceituosas, nem sabem o que é respeito",,
"Mulheres são muito complicadas, sempre querem e nem sabem o que é igualdade",,
"Esses negros são mt cheios de vícios, só sabem ser preguiçosos e fdp",,
"Negros são mt burros, nem sabem o que é senso comum",,
"Esses caras do sul são mt arrogantes, sempre achando que são os melhores",,
"Mulheres são mt chatas, sempre reclamando do que não é",,
"Esses caras do mercado são mt fdp, não sabem o que é respeito",,
