text,is_hate_speech
desenhar pra entender outra user acha beleza mulher ter pro cara interessar fala sobre fala sabe separar coisas falando personagem saga user user atriz faz personagem idiota agora propria user conhecemos claro atriz quisesse ficar cara ficaria muitas agradam vc user cara gay ter nada dizer,1
user pode hetero aprender respeitar hetero claro defende criação conservadora pede respeito direito discriminar oprimir ofender vê crianças sendo ensinadas respeitar outros acham absurdo estupidez desse povo limite,1
povo ignorante bota sujeito assim pra fazer fazer votar lei reclama lei presta url,1
user pra mim cortar tudo tá parasitas andré aqui pra nósoh mulher estranha parece sapa,1
menina fala merda enganar gente burra fácil basta falar bonitinho conteúdo nenhum boa user estudo enxerga melhor realidade hipócrita,1
🐵🙈🙉🙊 coisa gayzao,1
nunca vi alemão pedir nazismo volta user fascismo user fascismo pinochet user fascismo franco brasileiro user pede ditadura país merdinha viu,1
user user una vez es feminazi y la tratas así,1
user acho user hetero gay user oque crianças nao precisam expostas tipo assunto porque novo crianças,1
user user user user user bunda mole deixou time jogar 5 vezes série b kkkk torcida frouxa covarde existe tirou pau flamengo boca atomozinho penta série b,1
brasil sendo ridicularizado internacionalmente outros países desenvolvidos fazem chacota posições fanáticas,1
agora corno posta play user deixaram câmera quarto sfd,1
user apoio ir dois treinos bater boca arrombada,1
corno pega cara comendo mulher dentro carro ter deus coração paciência kkkkkkkkkkkkkkkkkkkkkkkkkk mulher esquizofrenica dizem algumas matérias precisa tratamento tremenda vadia,1
user user la violencia feminazi url,1
user acho homofóbico pois apoio nada propaganda crianças🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1
quero morrer aguento brasileiro olha q longe eleitor,1
user gayzao credo,1
mulher fica grávida fica burraquando começa nível burrice pergunto gestante respsta sim ate ja entendo,1
user país piadas,1
insatisfeito pessoas reclamando propagando boticário preconceituoso tão fáceis influenciar dizem protestantes evangélicos conservadoristas lei importante user ensinou amar uns outros vejo muitos seguem caminho qualquer forma amor válida importa raça crença condição sexual idade etc gay user ame vou inferno irei iremos influenciar pessoas serem homossexuais primeiro nasce gay optamos segundo parem preconceito tonto vão fazer algo útil pra vida medíocre alguns possuem queria parabenizar boticário iniciativa mostrar família tradiconal constitui apenas homem mulher sim amor obrigado representar minoria grita ajuda,1
user conserto cafonas atrasados ignorantes ainda escolas militares tamos fodidos,1
user user sim mulher sai doida história sempre,1
povo frescurento krl mulher acordou normal dps vai dar crise dizendo q pesadelo,1
deixa puto merda user falou passarem pano kim user defendeu nazismo pq user imunidade parlamentar gente parlamento fez menos assim preso tendo imunidade desrespeitadas,1
falo tudo exelente demorado 10 hrs pra fazer inutil falo ali baixo sabe deus mulher homem hoje dia certeza vlw super apena pra abrir olhos desse bando putinhas virgens q loucas pra dar bunda esperando fdp principe vir calça vermelha oculos lente pra escutar muita user usernora whatever user queria agradecer faça muitos muitos videos sucesuser pra falar abertamente ideias mundo precisa,1
concordo vc família ensinarei assim homem mulher caminho cristão disso fornicação olhos deus,1
vou confessar ver fã bbb putinho causa doarda fez noite pouco feliz,1
user user parece marica deje amenazar y si va hacer haga las huevonadasestos hijueputas uribistas creen uno les va comer calle,1
user maior tara palhaço povo,1
user jesus poder mundo acabando mente crianças inocentes vão todos pro inferno ai ai dia senhor deus vai cobrar desses inocência dessas crianças,1
user user fez userada tempestade copo dagua prova sociedade br hipócrita user user user,1
user negro pode reproduzir comportamento racista fato pode racista referente outras raças asiaticos exemplo,1
vou começar andar burca ai coisas acontecem sim homem desgraçado,1
user amo videos fodamse keim gosta,1
pais árabe mulçumano iriam explodir sede dessa phora catar bandidinhus trás desde agência veio dono,1
anta hipócrita sei quantos seguidores aindao povo gosta idolotrar gente idiota nenhum conteúdo,1
user gay,1
vivemos ditadura gayzista ousar discordar taxado homofóbico querem fazer lavagem cerebral crianças cresçam achando errado certo,1
apoia cara tá gerando multidões meio pandemia apoia cara fala daí pra mortes brasil coisas pode dar vergonha brasileiro,1
país caos país vergonhapovo ridiculo,1
user 5 dias atrás faz ego search né indio baitola,1
user melhor pessoal vergonha defender empresa gay torna crime brasil user dar mínima negocio marketing tiro pé,1
anão case sim atuais leis divorcio sempre ferrando vida homens depósito porra moderna sendo completa rosbife parasita pode ir casaro poderia dar errado,1
forest gump bom demais viado,1
ainda agora vi mont gay fazendo campanha internet engraçado hetero precisam disso,1
contador história povo sensibilizando comentários inocentes né povinho manipulavel kkkkkk,1
contra gays jogue computador pois criado gay user imediatamente todas redes sociais pois maioria publicamente favor gays inclusive facebook user participam protestos campanhas gênero pastor falou sobre pesquise alienado use cérebro lugar errado lugar falar deus igreja user user lugar gente evoluída sabe significado amar pra amar padrões ama errado,1
hahahahaha gente adorei ahahahahah gosta meninos querem menininhas ahahah concordo colírios capricho bandaas coloridas haahha gente ameiii kkkk via gente pelando porra saco desse filme ridículo ai aparece vcc ameeiii expressões imitando mto igual cara haah adoreiii rs,1
tipo cara assiste comercial pinto começa cair,1
ver pra ter certeza absoluta q merda escrota pra caralho história mulher mulher nao menina insegura tema agrada somente pessoas virgens crianças,1
meninas virgens revoltadas p vida coisa dizer probleminha xd,1
kkkkk pior ver pessoas tentando justificar atitudes gay edward usando teorias nova versao vampiresca ridicula stephany user user,1
porque user oratória boa pessoal aqui ta passando pano pra porra nenhuma user ta errado pegou mulher casada jeito fala video arrepende faria novamente incrivel basta pessoa ter boa dicção consegue manipular pessoas distorcendo coisas faz pessoas achar errado certo famosa inversão valores,1
user jura cobrando futebol feminino kkkkkk vc debilóide kkk,1
possível alguem honestamente ache monark maiores defensores liberdades individuais voz relevante debate público defenda ideias totalitarias nazismo fico triste flow perder peças fundamentais fico triste pessoas brasil serem tão mal intencionadas maldosas fico ainda triste sabendo hipocrisia reina nesse país merda onde defensores abertos auto declarados ditaduras censuras repressão liberdades individuais esquerda quer tratados extremistas tendo ainda voz relevante debate público sinceramente user solução vai afundar buraco todos países américa latina fadados,1
verdade user vi gringo dizendo user país sexo facil user respeita proximo,1
após muita pesquisa cheguei conclusão xmen mcu vai bosta motivos pode ter tensão sexual,1
user comercial levou boticário perda 15 clientes família mancada boticário instituiu falência depender heteros,1
onde talarico quer fala talaricagem ond maconheiro acha bandido onde homofóbico come viado onde piranha briga homem outros onde faz povo fala abecedário todo onde tenta melhor q outro sendo q ninguém melhor q ninguém url,1
vcs deploráveis 😭 respeite crianças respeite ideais user comercial deplorável crianças crianças apenas maturidade pra discernir sobre assuntos perdeu consumidora infelizmente 😞,1
oh besteirafalta fazerbrasileiro faz qualquer coisa famosa,1
aqui comentários várias mulheres caíram lábia cara kkk fizer livro vou comprar pra mim pegar mulher user,1
queria deixar pergunta mente homossexuais relação falarem homossexualismo genético nunca nenhum relato gay síndrome down genético devem concordar doença,1
par todas pessoas querem boicotar boticário aproita sai internet pq inventou gay,1
user user óooooodio gente namora parceiro bio insta gente vai saber tá relacionamento bicho cara escroto duas vezes porque traiu outra porque colocou mulher bio,1
dessa história toda podemos tirar algumas conclusões 1 mulher deu pq quis tremenda vagaba 2 morador rua culpa nada aconteceu deu bem 3 acho importante marido tremendo mané dava conta recado tremendo corno manso disse conhecer mulher confiar plenamente nela testa lugar tanto galho,1
gosto user romance fertício obvío existe sempre umas burras otarios querem identificar personagens filmes fazem filme mal falado enfim,1
ta falando asneira quanto marginal pobre mata trabalhador sai dps 10 anos,1
perseguição desse velho broxa canalha filho puta estabelecimentos noturnos centro deu ai juntamse caquético porcos fardados acabam tudo,1
insanos parece todo meio comunicação quer impor tipo pensamento população querem transformar par casal entendem nunca par sido sempre par querem destruir estrutura família forçar barra muita falta deus abuso mentes inocentes crianças lavagem cerebral,1
ta hora faze video sobre brasileiros otário ficam escrevendo ingles porque,1
tá odiando cor fala tempo todo branco pq “preto” coisa macaco partiu coração falando chorando aí ódio desses racistas,1
user pq passagem marica pra niteroi tá 16 conto,1
religioso homofóbico bicho estranho né fica disseminando homofobia aí nada aparecem notícias mídiapastor flagrado dando cú chupando pica kkkkkkk sempre desfecho homofóbico assumido freud explica,1
user tô falando neguinho folhão 💃🏽,1
nada contra homossexuais apenas user user quadrado mundo melhorou kkkkkkkkkkkkk preparese,1
boy bunda fermento bom po royal kkk boy eai mano daq vamo pra onde pra casa ne contei pra amanda vc vai viadao eusim amg tava doida romance brinde kkkkkkkkkkk,1
user filho puta todos petralhas espuma ódio gregório duvivier fascista nazista comunista parasita esquerdista zé ruelista bundista cornista tl pássaro vermelho vtnc zé buceta,1
user user user to pedindo pro gayzao tirar block,1
user chamar bichinha feia olha sorriso,1
user oliveira user gosta gay case gay simples deixe pessoas fazerem quiserem vidas,1
hahaha maniaco parque favor nao confiem assassinos desconhecidos contrário livro vão acabar estupradas mortas melhor parte d,1
cruz credo defender hitler coisa maluco,1
user usera boa userem lembro userome mlk alguem comeusertou q justificada estoria pq romauserce q user user euserteuserde pq useruuserca leu romauserce useruuserca amo usera vida usera boa li varios romauserces user user merd user eusercaixa usera descriçao d poesias forçados amor userexo fasciuserado cheiro vai tomar usero cú user tiuserha usereuserhuma justificativa melhor user lobisomeuser dá pra euserteuserder c esforço q vampiro viciou usero cheiro sausergeue miusera user lob,1
crepúsculo sim feito garotinhos garotinhas sabem nada vida morde vídeo porque dessas pessoas,1
rt user feministas querem gozzaar homens gostam homem hipocritas jovens massa ma…,1
muita veadagem enrustida ficar putinho pq casal gay amando comercial nosss deus dó desses crentes,1
muita pena pois brasileiro vende ilusoes político nenhum presta tudo bandido,1
lola bostaagora traveco cantando ficou pior ainda url,1
soyboys feministos bostaé óbvio passado filha puta conta qualquer relação social profissionalisso impacta diretamente vida sim sendo depósito porra pode arruinar arruinar reputação principalmente finanças alguma forma outrajá difícil confiar alguém passado limpo então imagina confiar alguém passado podreo passado sempre volta caros lembremse destas palavras,1
user user homem deitar outro homem mulher ambos cometeram abominação deverão morrer sangue cairá sobre,1
kkkkkkkkkkkkkkkkkkkkkuserooooooossaa vc mito criativo poha ri acho devia respeitar escritora livro cara gosto crepusculo acho fez otimo livro éeh cousercordo vc user gay flime legal someuserte ficção userada muita coisa euserfim vc criativomas olha vc user precisa quase morrer faser poha comeusertaria usereh caralhooo,1
ninguém obrigado gostar apoiar issoas pessoas ficando bitoladasé proibido falar sexualidadede cor pessoasque issonão direito opinarninguém obrigado gostar ver mulher mulher homem homemusernão gostam pronto,1
user user user ficam politizando criando teorias mirabolantes sobre filme comercial perfume user militância user conspiração destruir família tradicional polarizaram criaram guerra virtual chatos talvez ingênuos empresa querendo vender quer amar gays quer amar héteros negócio venda quer destruir família ir parada gay pra gerar buzz pra agradar consumidor potencial costuma fiel marcas agradou queria agradar gerou putcha buzz nota 10 agência envolvida nota 0 gayzistas outro lado malafaistas,1
user povo achava 07 setembro tudo resolveria conto fadas povinho ingênuo ignorante fod,1
evangélico anos vou continuar sendo sei deus criou homem mulher errado homem gostar homem peço deus abençoe todos vcs ódio gays passando ódio outros obs gay,1
so pra lembrar pais gays user ñ nascidos,1
triste notícia lgtvs falar tipo coisa n desse lucro empresas estariam cando pra vcs,1
sei pior gay trouxa gay interesseira 🤡 user url,1
ó respeito comunidade lgbts usar crianças pra issoai idiotice deixa criança crescer pra ver deixa descobrir sozinhaeu ei,1
user disse q fará q q fazer pq desse pressuposto q elementos vc p afirmativa vc julga sendo alinhado atitudes pilantras ladrões condenados soltos vc vê semelhanças figuras asquerosas lula,1
mesma turma boca rosa outras patricinhas mimadas,1
aff homem mulher mulher homem ponto final cacete,1
tudo indiota brasileiro burro demais,1
user buticario venha user impor homossexualismo podre sociedade brasileira basta nojento deputado maldita user user assisto desde 2001 user user vc vão levar,1
62237chamo outro anão samefagvai lá quotaralém burro judeu,1
user kkkkkkkkkkkkkkkkk sai continuo odiandi gay lesbica sapatao,1
péssimo lanche vcs procurem contribuir outra forma modo criança deve ter mundo posso garantir pra vcs última coisa criança quer ficar preocupando gays lésbicas etc,1
chocada pois conheci mulher médico marinha vivia viajando transava qualquer encanador jardineiro tipo deu sopa ninfomaníacas,1
concordo100 hahahaha user mulher fica inventando vampiro apaixonado brilha sol viadagem demais agora adolescentes virgens bobinhas ficam achando gostam vampiros vampiro historia quase irrelevante dispensável,1
user user brasileiro escroto demais,1
palhaçada burger user ver hambúrguer lgbte vergonha principalmente crianças fiz vergonha devia metido ruae vergonha,1
user user tava demorando pra aparecer machos escrotos racistas aí tá querendo biscoito coitado tá dó biel leva pra casa,1
todo dia sai puta tarado ruas dia encontram,1
user gay enrustido deve sentir tesão user enrustido faz charme pra acho bela final filme fica sozinha user user casam ai sim felipe vai virgem frustrada garotinhas mongoloides assistem crepúsculo chegarem 40,1
amigos facul tá td gayzao hj sifude hahdshshsh,1
odeio amanhecer putas veado chega hétero dinheiro paga tudo escolhe música toda hora fico desmaiando,1
user user têm obrigação reclamar c peõs mal educados user user macho qualquer chama omissos responsabilidade todos tiram bonzinhos p ir p roça covardes user mostrou adjetivos q user deu p cada participantes fiquei esperando p ver reação peões nada,1
user user pais dessas crianças gays user afeta mente criança tornar lgbt,1
rt user user cabeludinho raça maldita espero tomem bala perdida querer,1
mesma forma q enfio pau algumas pessoas mulheres outras homens chamase escolha pessoal vt url,1
user nao repaararam bella user gostam garotas inteligentes olhem uai nao pro gay edward altruista responsavel meio timida inteligente gosto jeito delafico feliz ter alguem assim lado colegio user vejo putas maquiando tentando goxtosas,1
homem eh bicho mt estranho,1
trabalhando graças feminismo rh decide vou escolher mulher pq nao concluindo faculdade cagou foto bolsonaro,1
quer dizer alguém der deslike nesse vídeo pessoa homofóbica ativistas gays doentes,1
gente fazendo aqui então destilando preconceito user gostam homossexuais querem apareçam campanhas menos ignorem mostrem minimo educação digital menos pessoas vem aqui denegrir campanha praticamente familias lgbt filhos dando depoimentos aparecem gente indgnada preconceitos dá trabalho destilar preconceito user povo atrasado krlho,1
agora tô sozinho nesse mal caminho cheio piranha querendo dar,1
ainda bem gay reproduz,1
hsuahsuash cara fã falou tudo nesse vídeo sobre crepúsculo user liga meninas criticando porque vão acabar morrendo gordas sozinhas virgenscheias posters crepúsculo colados parede fedendo x hahaha user,1
apenas reflexo cidadaos brasileiro oo raça ruim pra si dar geito nesse pais so bomba atomica pra matar tds incluindo min repovoar cm outros povos prq user tudo desgraça,1
puta pario cara gênio useré possivel mulher paixonar filmes desses coisa tosca valeu cara sabia opnião sobre filme foda meninas virem aqui detonar video vc disse devem virgens virgens pensamento,1
user lutarei toda vida contra todo tipo preconceitos menos brancos nojentos raça maldita q acabar,1
bom user user concordo vc disse vampiros lobisomens popularizadosse tornaram pop pra vender livros filmes porcaria garotinhas deviam ler livro procurar conteúdo sério perder tempo coisas fúteis,1
pooode crer user nao existe vampiro crepusculo poh menina cabeça sao tudo retardada rsrsrsrsrs,1
progredir regime piada neh único progresso merecem caminho pra pena morte user nojo desse país merda deixa imundícias sai nojo ainda escutar advogados falando pena morte olha aí sorrindo rua sendo feliz criança cadê,1
user user falsos nacionalistas apropriaram bandeira gostam babar ovo americano,1
saída monark mostra q cumpriram ideia flow poder expressar ideias consequências mostrando q fim galera pro traz q toma decisão empresa mostrando quão mercenários expulsando almas programa pra manter grana vindo causa propaganda 2022 merda nazismo ainda tabu culpa judeuzada bandida q ganho vida merda segunda guerra mundial passando coitados programa certeza monark fazia funcionar dupla igor vinga,1
user user ficarão cães feiticeiros prostituem homicidas idólatras qualquer ama comete mentira user user onde fala homossexuais,1
casal lésbico feminino convincente,1
defendemos união homossexual pressuposto toda forma amor aceitável então aceitável bestialidade pedofilia incesto,1
user sabem rachadinhas famílicidia kkkkkk além ladrões burros pai filhos horas vão chegar,1
