text,discurso_de_odio,ataque_individual
USER Ya suéltalo a ese mongol que ilusionó a su gente con Lecaros jajajajajajajajaja juraba que el chato jugaría por la o 😂😂,0,0
Se eu pudesse mordia meu próprio rabo 😋,0,0
USER USER USER Lula ladrão desgraçado representa a corrupção no país,0,0
Ser LGBT é certo para de espalhar burrice,0,0
USER Gatinha de pinga ... ladrao,0,0
"USER Sinto muito, mas eu também assisti Crepúsculo, gostei do filme, mas tudo o que o USER USER falou é verdade, não dá para negar. O enredo é fraco, é uma garota pateticamente sem sal, mas que todo mundo é louco por ela, desde o garotinho sem graça da escola, até o cara mais bonito e mais popular do colégio, passando pelo amigo de infância,,, Fala sério, né, vamos combinar... E mais: você não tem o direito de mandar ninguém calar a boca! Respeite a opinião dos outros e fique com a sua",0,0
"USER,Deus que Isso.So No USER saidinha USER criou essa merda",0,0
AH VAI TOMA NO CU DESGRAÇADO URL,0,0
"oh burro, como é que não me lembrei da loja ao lado do teatro sá da bandeira",0,0
"ueahEUAEHUHEAUHEAUHAE... mano, os cara ficaram puto por isso? aaah!! pelo amor de Deus USER USER",0,0
"USER, o país que o cachorro mija no poste, enaltecer um degenerado desse é a prova viva que esse país tem o que merece...",0,0
"Ele não faz sexo com a bela porque ele é morto, então ele não tem sangue para endurecer o pinto.",0,0
"USER USER a única visibilidade que temos em midia é com coisas ruins como assassinatos, não é nenhum privilégio isso cara, só estamos tentando mudar isso e ser representados como pessoas normais, casais normais e só isso. Essa discursao toda por causa de um video onde mostra todas as formas de amor... É foda",0,0
RT USER: Acompáñenme a hacer origami con mi papel de estupida.,0,0
"eu preciso de dinheiro, de muito dinheiro. procuro trabalho mas não encontro nada, a cidade está uma merda. eu preciso fazer meus implantes dentários mas não tenho onde cair morto, a faculdade de medicina mais perto daqui fica há 380km e há uma fila imensa para implantes e que também são pagos, apesar de um pouco mais baratos.como eu faço para conseguir dinheiro? puta merda.",0,0
"É foda ver gente que provavelmente não tem nenhuma base de marketing querendo dizer que foi um erro, o único erro é a nossa sociedade homofóbica msm",0,0
Que bosta de comercial em pqp,0,0
So queria ver uns peitos balançando ou uma buceta sendo masturbada... alguem se dispoe? retribuo HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,0,0
"USER eu lamento muito pelo que fizeram com vc. Eu não vejo um USER nazista. Vejo um USER idealista que defende o direito de livre expressão. Roubaram justamente a tua causa de vida. Isso sim foi criminoso. No dia que houver liberdade de expressão, pode-se discutir pra transformar mentes. O nazismo SIM começou a partir do momento que não se permitiu ter outras idéias, a partir do que se estava estabelecido. USER sem vc não é flow. Como fazer um flow sem o USER, sendo o USER?!? 🤔",0,0
"USER Eles falam como se a situação de bosta que eles fizeram, fosse a mesma coisa que aconteceu agora. O Scooby é muito sorrateiro e escroto, to passada.",0,0
q porra foi essa?,0,0
É muita USER USER sai da boca delas. Chega à da vontade de VOMITAR com esse vocabulário chulo. USER,0,0
dar o cu — nenhuma URL,0,0
Queria saber oque esse povo besta estão fazendo vendo esse vídeo e pior ainda comentando ... crlho deixa a menina ser feliz ela pelo menos teve coragem de mostrar coisa que muitas gostosonas so da no escuro ... ela esta mostrando o corpo dele em nenhum momento do video vih ela influenciando nenhuma mulher a ser gorda parem de julgar ... Parabéns linda seja oque USER quiser gorda magra quem paga pela sua comida e USER ...,0,0
RT USER: Q VIADINHO LINDO VAI SE FODER KAWORU,0,0
USER's vendo as cagadas do BK: 🎉🎊🕺🥳🤣,0,0
"É tão engraçado a diferença do poder pro querer, o povo fica tipo “bichinha, não pode” eu fico tipo feliz, pq eu sei q escolhi a melhor parte e isso é libertador",0,0
"Cara o USER só fala merda puta que pariu, que cara idiota, tinha que ser o jogador de minecraft",0,0
"USER Hay papás que no pueden costear una niñera, disculpa los por arruinar tu peda egoista",0,0
Meudeus acabei de sair do shopping pra comprar roupa com a minha mae e senhor amado como eu to gorda gorda gorda gordola fatspo nivel th415 c4r14 vou me matar fazer nf de 500 horas e eu tb fui pro cinema comi q nem uma porca vou tentar v0m1tar tudo,0,0
Acho que na verdade ela queria era se vingar do corno..foi direto pra frente da casa dela,0,0
"vim para deixar meu dislike , alias achei ridículo",0,0
teve quebra-pau aqui na academia. veio um cara tirar satisfações de outro pq ele ficou com a mulher dele. o corno levou um soco na cara e caiu no chão,0,0
Me desculpem gente mulher nenhuma é Feliz com esse corpo? Ela precisa de tratamento isso é uma doença,0,0
USER Demais… cheio de mongoloide nessa porra,0,0
DC vagabunda que cancelou o selo onde tinha o maior detetive junto do Batman isso mesmo o Rorschach Como ousa se chamar de detetive comics se agora eu não vou ter mais meu selo Vertigo com um bando de outro detetives meio abluble das ideia URL,0,0
UM ABRAÇO BEM GAY PARA USER 😚🏳🌈🌈,0,0
MORO É USER E MENTE E USER USER USER,0,0
"éramos vos y yo ahora fuck cupido, no soy estúpido lo nuestro era único",0,0
só basta uma palavra da minha mãe para que eu me sinta um lixo,0,0
"Puta, que, paril, USER é muito virgem, virgem, virgem, virgem, virgem .",0,0
VAI COLOCA ORDEM NA CUSERA DELA EU EINNNN.....USER SABE USER FALA USER USER...O USER TRABALHA PRA USERII USER PESUSERUSER USER FALA...ONTEM ELE USER USER USER USER TAVA USER,0,0
toma esse ratio seu fudido do caralho URL,0,0
"Foi ridículo, não assisti na época Mas acabei de chorar aqui kkkk",0,0
Vcs são uns porcarias. USER tem q ser criança.,0,0
500 anos de USER e o USER aqui nada mudo,0,0
Q coisa mais ridícula,0,0
Caralho se fudeu em.,0,0
Hoje USER USER fala tudo o contrário a esse vídeo. USER!!!,0,0
minha tia ligando p minha prima q disse q ia chegar em cs 2:00 e ta ate agora na rua: CADE VOCE SUA FILHA DA PUTA PARECE QUE GOSTA DE ME IRRITAR,0,0
"Professor , manda esse inbecil estudar",0,0
pqp eu vou usar muito,0,0
Pior edição da fazendo kkkk kkkk expulso o único famoso,0,0
rt USER esse curso eh coisa de gente retardada mental vsf q porra,0,0
"USER Eu nem falei nada só falei do Cgi que inicialmente tava uma merda, os cara veio me atacar por issokkkkkkkk eu só falei fatos",0,0
nada pra fazer vou assistir ppv pq sou hipócrita,0,0
rt USER fez o puto gemer gostoso no pauzão URL,0,0
USER todynho é muito USER E o USER é vacilão Mas tudo ela quer resolver no grito e achar que pode peitar todo mundo USER isso,0,0
Pode dar aulas pra homens escrotos .,0,0
Até quando o povo brasileiro vão usar a viseira de cego esse Presidente é um doido quando ter um derramamento de sangue é que o povo vão ver as consequências acorda povo,0,0
"ele fala bem tudo mais, mas USER USER votou no Bolso, ti fude Givanildo !!!",0,0
Vocês não sabem o orgulho que eu tenho vendo uma menina negra virar médica. Um jovem negro virando advogado. Me dá vontade sair na rua e ir pra estrada pagar promessa. HASHTAG,0,0
"É um crime hororroso não aceitar que esta é a realidade hoje em dia, crianças lgbts são mais comuns do que pensa, é uma maldade imensuravel pessoas idiotas querendo esconder o preconceito culpando outro alguem que está de fato querendo ajudar, vcs adustos comentando merda nesse anuncio me dão vergonha! Sinceramente.",0,0
USER CERTICIMA POHA USER E USER DEMAIS USER USER MACHUSER ESCROTUSER USER USER USER DA FAZENDA ESTAO RIUBANDO DUSER USER ESCROTUSER,0,0
"USER essa galera de pod USER tem que chamar entrevistado oreia igual eles, pra parar de passar vergonha 😂😂😂😂",0,0
"""um dedo quente nesse cu gelado"" kkkkkkkkkkkkkkkkkkkkkkkkkkk",0,0
USER USER USER USER Vc já parou pra pensar que a mulher sentiu atração por ele e o chidrudo do marido mandou essa de surto pra não ser o cornão? De repente a mulher cansou do homem e realmente surtou pra mostrar q é livre mas tava consciente? O mendigo devia tá na seca tbm,0,0
"Não entendo porquê não aceitam logo que o USER vai ganhar. É foda, mas enfim... kkkkkk",0,0
"USER tava na hora de alguem divulgar os ""pontos negativos"" de crepusculo! (apesar de não ter pontos positivos nessa merda mas enfim...)",0,0
"USER o seu erro... Foi ter deixado o USER falar sem repreender ele... Sendo assim, impossível seguir este canal... USER USER errou feio!!",0,0
'-' USER fudeu ;P,0,0
USER De cair o cu da bunda,0,0
USER USER de vampiro gay,0,0
"Os caras do xbox mil grau deve estar rindo ... Drogas comeram o cérebro do Monark , que é um cara que tem insights de genialidade e bestialidade . Fico triste, nem sei o que vai ser do flow sem Monark .",0,0
"USER só te levou pro buraco Igor, que bom que pôde se levantar e seguir seu caminho daqui pra frente. Pelo monark só lamento, ele continua achando que só se expressou mal, que entenderam errado, que estava bebado… nem no fundo do poço consegue entender a merda que fez.",0,0
"USER tocou o berrante aí os gados cegos vieram em meio da pandemia, no meio da aglomeração endeusar seu mestre, aí se aumentar a quarentena e o número de mortos por causa da pandemia já sabemos quem são os culpados inclusive o próprio presidente da República",0,0
RT USER: USER Plantamos um bando de canalhas! Agora pagamos o preço!,0,0
Ele tá certo deixa a maluca gritar com ele ele fica calado fingindo que não tá ouvindo porque uma pessoa que discute com louco e louco tbm USER campeão ele calado mitou aceitem,0,0
"A falsidade começa no aperto de mão fi, sinto de longe por isso sou fodase p muita coisa ✌🏻",0,0
USER USER tudo bem nossa mae gritar com nós e nós ficar quieto porque é mãe. USER também nao ia gostar alguém gritando na sua cabeça e USER falar nada,0,0
Essa jojo só USER com esse biel USER ele é bobo mas as vezes não vale a pena responder etc uma hora acha um pra enfrentar ela 😂😂😂,0,0
USER? Passa essa bosta ainda?,0,0
kk a USER é uma virgem tem menos de 13 anos só pq ta na moda gosta de crepusculo essas mina tão até se matando só pra fica popular.. T_T ',0,0
"USER kkkk eu espero que esse lula ganhe e termine de acaba com brasil é só o que vocês merece mesmo , vou esta de camarote assistindo a merda que vocês fez",0,0
EU SO ME FODO NESSE INFERNO QM DISSE Q EU QUERO VIVER URL,0,0
Lixo de marketing. USER USER,0,0
USER e um idiota ultil. USER destruiu a hipocrisia e a bolha do monark USER,0,0
Que sorprende la gente hipócrita,0,0
crepusculo é uma bosta!,0,0
"e a europa COMO SEMPRE SENDO INÚTIL não conseguindo ser autossuficiente é sempre nos que pagamos a conta, e depois querem falar dos países emergentes PILANTRAS URL",0,0
"dedo quente nesse,cu gelado kkk rachei",0,0
"a stephanie eh uma escritora horrorosa, com descrições infantis, personagens sem nenhum atrativo, ela simplesmente não teve base nenhuma no que ela criou.... e SAGA ? QUE USER ? SAGA entende-se pela literatura como um conto épico onde o destino de muitas pessoas está em jogo, como o ultimo samurai, star wars e senhor dos aneis.... USER USER USER USER USER suas crepúsculetes",0,0
"A verdade é que o USER não vai sair, ele vai continuar ganhando dinheiro com o programa só que ele não vai apresentar mais... USER É QUEM USER QUE USER VAI SAIR DE FORMA DEFINITIVA... O POVO LEIGO DA USER",0,0
a cara de canalha aqui URL,0,0
Gays 😒 USER fez o mundo pra os homens casarem com mulheres e vice versa..,0,0
nós é muito bom pra quem não merece porra nenhuma 👎,0,0
De dónde corno viene el famoso pew pew madafakas?????? 😵‍💫😵‍💫😵‍💫😵‍💫,0,0
EU ODEIO SEU CANAL O VIDEO DA KEFERA OU QUE SERIA 5INCO MINUTOS É USER MELHOR,0,0
"Isso é um desrespeito para nós Brasileiros, não sei quem inventou isso, é ridículo, tinha q ter cadeia perpétua, já q não querem pena de morte",0,0
"O cara realmente era muito fraco e o despreparo derrubou ele, só falava Merda",0,0
"maldito sea el día que elegí el cole en donde estoyy, orientación en programaciónnnnn🤌🏼🤌🏼🤌🏼🤌🏼🤌🏼",0,0
KKKKKKKKKK falo tudo cara...a mulher tenta fuder toda a porra da história dos lobisomens e vampiros!,0,0
"USER Isso é uma vergonha para o Brasil, nosso país não é lá dessas coisas mas com esse anuncio piorou, até o futebol tá dentro disso, isso é uma vergonha para o nosso país!!!!!!!!!",0,0
"USER USER Cala boca, moleque. Estes são os ministros que mais fizeram em toda as história. Essa tia birrinha é muito infantil",0,0
"Não tem mais o que conversar,tem que afastar logo esse presidente vagabundo!",0,0
Fala bem pra caramba,0,0
rt USER quem come primeiro a parte da bolacha é demente URL,0,0
foda-se Estamos Junto USER !!!!,0,0
"Num dos momentos mais triste e terrível do Brasil e do mundo e esse bosta está fazendo campanha e politicagem, e um bando de burros e egoísta apoiando enquanto outros choram pela perda dos seu entes queridos, nesse momento tenho vergonha de ser brasileiro.😢",0,0
"USER é USER USER ""ent o USER USER levanta, vc não tá de hóspede""",0,0
USER USER USER QUE ACHOU ESSA PROPAANDO HORRÍVEL QUE SEM NOÇÃO,0,0
"Parabéns pelo comentário, São hipócritas mesmo",0,0
"Nao suporto essa Carol, ela parece ta drogada o tempo todo.",0,0
USER muie e o diabo yo..,0,0
"É USER,fumou muita maconha,bebeu demais e falou muita merda também,que sirva de lição e boa sorte na sua caminhada!!!",0,0
USER kkkkkkkkkkkkkk boca suja,0,0
Não entendo o pq desses famosos serem tão cafonas…,0,0
tá mas pq tu mordeu o pimentão caraio URL,0,0
"so merda. tem medo, das pessoas wue falam o que pensão",0,0
Quando esse presente morrer logicamente sem dúvida nenhuma o nome dele serás escrito no livro das trevas do fogo do inferno 👹💀🔥isso sim ele vai pro fogo do inferno,0,0
"Esse mendigo fala melhor que os caras que estar entrevistando ele, USER USER aprende falar um pouco com esse cara kkkkkk",0,0
USER USER USER USER É USER USER QUE USER FALA É USER USER USER NO CU COMO USER USER USER USER USER-SE USER USER DE CREPUSCULO QUEM É USER DESSA MERDA FILME MUSERS PARADO USER SE USER É USER USER FELIPÃO USER USER USER USER USER NO CU,0,0
"USER Vou queimar minha cota de hate diário recreativo com prazer: vai se fuder, bando de canalhas!",0,0
"USER USER USER No, porque también asesinan a personas inocentes, muchachos que solo por estar en el lugar equivocado pagan lo que no deben Para eso están las leyes o, acaso tú crees que los policías y militares no son corruptos, sadicos, enfermos mentales? Crees que no hay de todo allí ?",0,0
Todos deveriam sumir do Brasil..abandonar esse país onde leis protegem bandidos,0,0
quem acha que a jogo ta errada PASSA PANO PRA USER e é FOLGADO PRA USER,0,0
A juiza é pilantra igual a Sergio USER quer impor a lei da mordaça ameaçando e obrigado o rél o expresidente Lula a ficar calado Armação geral do judiciario partidario de Curitiba de Sergio USER,0,0
"Que nojo desses comentarios...todo mundo merece respeito,quando vcs vao entender isso?",0,0
USER Seus bando de ladrões. HASHTAG,0,0
"No gracias, ya suficiente tenemos con Castillo y la bancada PL como para aguantar a más gente incompetente e ignorante URL",0,0
USER USER USER USER era p ser uma ofensa?? antes ter 5kg em cada uma doq parecer uma gordola enorme,0,0
"USER USER fanaticos não, de qualquer pessoas que tenha mais de 2 neurônios",0,0
"Fiz Strogonoff e estou na maior larica e logo vou comer com feijão, FODACE Meu corpo minhas regras",0,0
"Sla viado, depois desse ""exposed"" aí q eu vi pqp, eu não sei quem é pior vsfd, só sei q mais uma vez se prova q mono yasuo é tudo doente",0,0
"USER está mandando muito tomare que perca,está se achando a dona se fosse eu já teria quebrado a cara drla",0,0
RT USER: gordo mantecolero no puedo más,0,0
"O comunismo deveria ser criminalizado USER pois escraviza o próprio povo: USER trabalha pro governo, compra do governo, não pode morar onde quer, nem trabalhar onde quer e muito menos deixar o país. É um grande presídio!",0,0
USER USER FOD A,0,0
USER USER USER este hijueputa guerrilero... Negriando a la humilde feminazi...,0,0
A internet permite quem tá lá na puta que pariu me estressar aqui no confy do meu lar 🤦🏻‍♀️,0,0
"USER apaixonou kkkkk vc voltará morar em planaltina, sim povo de lá é acolhedor, kkkkkkkkkk",0,0
"estou impressionado com a maldade dos canceladores porque eles sabem que nem o USER nem o USER estavam defendendo o nazismo. Eu confesso que não gosto nem do USER nem do USER, mas mentir pra prejudicar eles seria algo atormentador. Cuidado a todos que defendem essa hipócrita cultura de cancelamento; um dia serão atacados por ela.",0,0
USER Sim. Duas porcarias.,0,0
"O estado é uma organização criminosa e terrorista. Ele que fez o holocausto, ele que fez as ditaduras, ele que fez as guerras, ele que fez a pandemia. É simple resolver o problema =)",0,0
"Precisamos sim falar sobre isso...USER É USER, ASSIM COMO COMUNISMO. em poucos minutos de pesquisa qualquer um descobre que o USER USER matou tanto quanto ou até mais que o próprio nazismo, Condenar um e relativizar outro é hipocrisia!",0,0
USER USER USER Meu pau no seu botão,0,0
"Chicos las caras de larreta no puede ser, psicopata como mínimo URL",0,0
"Alguém tem o link pro ""Orgia de Traveco"" original? N consigo mais achar",0,0
"Não justifica a agressão.!!! Mas infelismente nunca na história das eleições deste país , alguém plantou tanto ódio na própria população. Idiotas partidários ferram esta nação. Um preso sendo cogitado como presidente, o outro, um omisso e corrupto sem preparo algum sendo ovacionado. Um belo combustível para subletrados fazerem o caos no país. Não se trata de partido, mas bom senso e coerência entre esquerda e direita. Alimentamos divisões de todas as formas nesta nação. Enquanto não olharmos para o próximo, e ve-lo como ser humano, estaremos fadados a isso. Lastimável!!!!!",0,0
"USER Os caminhoneiros estão na merda, Bolsonaro não está nem aí o diesel caríssimo e tem caminhoneiros ainda apoiando o Bolsonaro, essa turma tem mais é que se foder tem que pagar o diesel a 10 reais o litro para pastar no mato. Típico de pessoas sem inteligência.",0,0
Bandidos nojentos,0,0
"KKKKKKKKK .... SEM A PORRA DE UM MOTIVO ......... E UMA USER DE OLHARES USER USER!!!!!! .......USER Eu sou fã da SAGA, mas USER USER é muito bom......, pior que seus videos fazem sentidos ....... não canso de ver",0,0
"USER não vou mais assistir esse canal de televisão, vocês são todos uns traidores da pátria",0,0
"Sim ele é inteligente,mais ele só está falando bem dela porquê gostou da transa,agora não venha tratar ele como um santo!",0,0
"O povo é estuprado por esse governo de merda todo dia, aí quando tem a chance de economizar um pouco, vem o empresário filho da puta que vive de vender produto merda pra tentar acabar com isso... URL",0,0
O bispo Valdomiro USER a mesma coisa pra ganha ibop ?? Cu sujo memo esse bolsonaro,0,0
"Achei foi pouco, homem escroto!",0,0
"É importante dizer uma coisa : Nem sempre a pratica acompanha os discursos. O comunismo por exemplo, fala de uma tal ""igualdade"", um mundo utópico, mas a verdade é que o USER foi e é o sistema que mais matou e mata. Os países da América do Sul estão passando por essa desgraça. De ontem para hoje, centenas de pessoas que se disseram ofendidas pela fala do Monark, horas depois publicaram em suas redes sociais ""USER matou foi pouco"", ou seja, uma hipocrisia absurda : Indignação por um sistema maldito que matou 6 milhões, mas exaltando outro sistema maldito que matou 100 milhões. Lembrando que o comunismo matou negros, gays, mulheres, crianças, cristãos etc. Todos esses sistema de poder são USER! Todos só espalharam morte nessa terra.",0,0
"RT USER: Seguidores queridos se dizem de direita e segue um lixo deste assume melhor eu ficar só com os antigos que conheço, por…",0,0
Falou merda (como muitas vezes)… Mas dessa vez foi uma merda grande!!! O USER e o USER não podem pagar pela merda do Monark!!! A vida segue!,0,0
"Mi sueño no es hacer feliz a nadie, mi sueño es verme en un futuro lejos de gente estupida que me rodee.",0,0
Retardada,0,0
Como que o cara conseguiu defender o nazismo ?? USER tem q parar de usar droga na moral,0,0
Que vergonha esse pais só tem gay,0,0
"Eu quero que ele vá pra puta que pariu ,tô de saco cheio já .",0,0
USER Debería estar en un sarcófago está momia asquerosa!!💩🤬😡 URL,0,0
USER Pura payasa es y ridicula le causa risa tanta sangre derramada,0,0
UM DELINQUENTE FLAGRADO FUMANDO DROGA AQUI NO CAMAROTE GLACIAL JOAQUIN TEIXEIRA: FOI LEVEMENTE ESPANCADO E ENCAMINHADO AS AUTORIDADES HASHTAG,0,0
"Não ligue para esses comentário, se sua saúde tiver boa , siga a vida, se não tiver , corra atrás e melhore ela, essas pessoas ""preocupadas "" são pessoas que não tem a mesma auto - estima como a sua , vc pelo menos é ""obesa"" mas dança e é famosa, pior é essas magras que toma uma queda quebra logo algum osso , e quando não são ""sedentárias "" não fazem merda nem uma",0,0
"USER tinha que voltar ,Ele não é nazista quem fica falando isso e USER",0,0
Na vdd essa fazendo tá uma putaria sem cultura!!!!!,0,0
a cara de pau nem tem mais pq os cupins já comeram tudo,0,0
"me pilharam pra ir pra CB, uber 30 reais e disseram que iam ficar pouco tempo.. meus amigos não sabem o conceito de me deixar afim de sair né.. toma no cu",0,0
10 MILHÃO DE EXIBIÇÃO USERI!!!ESSE USER USER É O USER!,0,0
USER Te falar que uma certa rede de tv tava forçando uma barra hoje pra transformar essa situação absurda em um caso de estuprado ... Dava de dar ódio.,0,0
"USER USER USER USER Depois da era do seu jair do arrego e de todos os seus amigos pastores,Damares, evangélicos e afins os tais ""cidadão de bem"", os evangélicos ficaram com a pecha de pilantras, tudo graças a esses imbecis, e não tem mais volta,sujou os evangélicos...",0,0
